where,word,mean,pinYin,pinYinSearch,Pronunciation
青浦,屠(屠),[空],du2(du³¹),du2,暂无
青浦,杜(杜),[空],du6(du¹³),du6,暂无
青浦,肚(肚),[空],du6(du¹³),du6,暂无
青浦,度(度),[空],du2(du³¹),du2,暂无
青浦,渡(渡),[空],du6(du¹³),du6,暂无
青浦,镀(鍍),[空],du2(du³¹),du2,暂无
青浦,奴(奴),[空],nu6(nu¹³),nu6,暂无
青浦,努(努),[空],nu6(nu¹³),nu6,暂无
青浦,怒(怒),[空],nu6(nu¹³),nu6,暂无
青浦,卢(盧),[空],lu2(lu³¹),lu2,暂无
青浦,炉(爐),[空],lu2(lu³¹),lu2,暂无
青浦,芦(蘆),[空],lu2(lu³¹),lu2,暂无
青浦,鲁(魯),[空],lu6(lu¹³),lu6,暂无
青浦,橹(櫓),[空],lu6(lu¹³),lu6,暂无
青浦,露(露),[空],lu6(lu¹³),lu6,暂无
青浦,路(路),[空],lu6(lu¹³),lu6,暂无
青浦,租(租),[空],tsu1(tsu⁵³),tsu1,暂无
青浦,祖(祖),[空],tsu3(tsu⁴⁴),tsu3,暂无
青浦,组(組),[空],tsu3(tsu⁴⁴),tsu3,暂无
青浦,粗(粗),[空],tshu1(tsʰu⁵³),tshu1,暂无
青浦,醋(醋),[空],tshu5(tsʰu³⁵),tshu5,暂无
青浦,措(措),[空],tshu5(tsʰu³⁵),tshu5,暂无
青浦,错(錯),[空],tsho1(tsʰo⁵³),tsho1,暂无
青浦,苏(蘇),[空],su1(su⁵³),su1,暂无
青浦,酥(酥),[空],su1(su⁵³),su1,暂无
青浦,素(素),[空],su5(su³⁵),su5,暂无
青浦,诉(訴),[空],su5(su³⁵),su5,暂无
青浦,姑(姑),[空],ku1(ku⁵³),ku1,暂无
青浦,孤(孤),[空],ku1(ku⁵³),ku1,暂无
青浦,估(估),[空],ku3(ku⁴⁴),ku3,暂无
青浦,古(古),[空],ku3(ku⁴⁴),ku3,暂无
青浦,股(股),[空],ku3(ku⁴⁴),ku3,暂无
青浦,鼓(鼓),[空],ku3(ku⁴⁴),ku3,暂无
青浦,故(故),[空],ku5(ku³⁵),ku5,暂无
青浦,固(固),[空],ku5(ku³⁵),ku5,暂无
青浦,顾(顧),[空],ku5(ku³⁵),ku5,暂无
青浦,雇(僱),[空],ku5(ku³⁵),ku5,暂无
青浦,枯(枯),[空],khu1(kʰu⁵³),khu1,暂无
青浦,苦(苦),[空],khu3(kʰu⁴⁴),khu3,暂无
青浦,库(庫),[空],khu5(kʰu³⁵),khu5,暂无
青浦,裤(褲),[空],khu5(kʰu³⁵),khu5,暂无
青浦,吴(吳),[空],ng2(ɦŋ³¹),ng2,暂无
青浦,梧(梧),[空],ng2(ɦŋ³¹),ng2,暂无
青浦,吾(吾),[空],ng4(ɦŋ¹³),ng4,暂无
青浦,午(午),白,ng6(ɦŋ¹³),ng6,暂无
青浦,伍(伍),白,ng6(ɦŋ¹³),ng6,暂无
青浦,五(五),白,ng6(ɦŋ¹³),ng6,暂无
青浦,误(誤),[空],ngu6(ŋu¹³),ngu6,暂无
青浦,悟(悟),[空],ngu6(ŋu¹³),ngu6,暂无
青浦,蜈(蜈),[空],ngu2(ŋu³¹),ngu2,暂无
青浦,呼(呼),[空],fu1(fu⁵³),fu1,暂无
青浦,虎(虎),[空],fu3(fu⁴⁴),fu3,暂无
青浦,胡(胡),[空],vu2(vu³¹),vu2,暂无
青浦,湖(湖),[空],vu2(vu³¹),vu2,暂无
青浦,狐(狐),[空],vu2(vu³¹),vu2,暂无
青浦,壸(壼),[空],vu2(vu³¹),vu2,暂无
青浦,户(戶),[空],vu6(vu¹³),vu6,暂无
青浦,护(護),[空],vu6(vu¹³),vu6,暂无
青浦,互(互),[空],vu6(vu¹³),vu6,暂无
青浦,乌(烏),[空],u1(∅u⁵³),u1,暂无
青浦,恶(惡),[空],u5(∅u³⁵),u5,暂无
青浦,女(女),[空],gniu6(ȵy¹³),gniu6,暂无
青浦,驴(驢),[空],lu2(lu³¹),lu2,暂无
青浦,庐(廬),[空],lu2(lu³¹),lu2,暂无
青浦,吕(呂),[空],liu6(ly¹³),liu6,暂无
青浦,旅(旅),[空],liu6(ly¹³),liu6,暂无
青浦,虑(慮),[空],liu6(ly¹³),liu6,暂无
青浦,滤(濾),[空],liu6(ly¹³),liu6,暂无
青浦,蛆(蛆),[空],tshi1(tsʰi⁵³),tshi1,暂无
青浦,徐(徐),[空],zi2(zi³¹),zi2,暂无
青浦,序(序),[空],ziu6(zy¹³),ziu6,暂无
青浦,叙(敘),[空],ziu6(zy¹³),ziu6,暂无
青浦,绪(緒),[空],ziu6(zy¹³),ziu6,暂无
青浦,猪(豬),[空],tsy1(tsɿ⁵³),tsy1,暂无
青浦,著(著),[空],tsiu5(tsy³⁵),tsiu5,暂无
青浦,除(除),[空],ziu2(zy³¹),ziu2,暂无
青浦,储(儲),[空],ziu6(zy¹³),ziu6,暂无
青浦,阻(阻),[空],tsu3(tsu⁴⁴),tsu3,暂无
青浦,初(初),[空],tshu1(tsʰu⁵³),tshu1,暂无
青浦,楚(楚),[空],tshu5(tsʰu³⁵),tshu5,暂无
青浦,锄(鋤),[空],zu2(zu³¹),zu2,暂无
青浦,助(助),[空],dzu6(dzu¹³),dzu6,暂无
青浦,梳(梳),[空],su1(su⁵³),su1,暂无
青浦,疏(疏),[空],su1(su⁵³),su1,暂无
青浦,所(所),[空],su3(su⁴⁴),su3,暂无
青浦,诸(諸),[空],tsiu1(tsy⁵³),tsiu1,暂无
青浦,煮(煮),[空],tsiu3(tsy⁴⁴),tsiu3,暂无
青浦,处(處),处理,tshiu3(tsʰy⁴⁴),tshiu3,暂无
青浦,书(書),[空],siu1(sy⁵³),siu1,暂无
青浦,舒(舒),[空],siu1(sy⁵³),siu1,暂无
青浦,署(署),[空],siu3(sy⁴⁴),siu3,暂无
青浦,鼠(鼠),[空],siu3(sy⁴⁴),siu3,暂无
青浦,薯(薯),[空],ziu6(zy¹³),ziu6,暂无
青浦,如(如),[空],ziu2(zy³¹),ziu2,暂无
青浦,居(居),[空],ciu1(tɕy⁵³),ciu1,暂无
青浦,举(舉),[空],ciu3(tɕy⁴⁴),ciu3,暂无
青浦,据(據),[空],ciu5(tɕy³⁵),ciu5,暂无
青浦,锯(鋸),[空],ciu5(tɕy³⁵),ciu5,暂无
青浦,去(去),白,chiu5(tɕʰy³⁵),chiu5,暂无
青浦,渠(渠),[空],jiu2(dʑy³¹),jiu2,暂无
青浦,巨(巨),[空],jiu6(dʑy¹³),jiu6,暂无
青浦,拒(拒),[空],jiu6(dʑy¹³),jiu6,暂无
青浦,距(距),[空],jiu6(dʑy¹³),jiu6,暂无
青浦,鱼(魚),[空],ng2(ɦŋ³¹),ng2,暂无
青浦,渔(漁),[空],ng2(ɦŋ³¹),ng2,暂无
青浦,语(語),[空],gniu6(ȵy¹³),gniu6,暂无
青浦,御(禦),[空],gniu6(ȵy¹³),gniu6,暂无
青浦,虚(虛),[空],shiu1(ɕy⁵³),shiu1,暂无
青浦,嘘(噓),[空],shiu1(ɕy⁵³),shiu1,暂无
青浦,许(許),[空],shiu3(ɕy⁴⁴),shiu3,暂无
青浦,余(餘),[空],yu2(ɦy³¹),yu2,暂无
青浦,与(與),[空],yu6(ɦy¹³),yu6,暂无
青浦,预(預),[空],yu6(ɦy¹³),yu6,暂无
青浦,誉(譽),[空],yu6(ɦy¹³),yu6,暂无
青浦,豫(豫),[空],yu6(ɦy¹³),yu6,暂无
青浦,肤(膚),[空],fu1(fu⁵³),fu1,暂无
青浦,夫(夫),[空],fu1(fu⁵³),fu1,暂无
青浦,府(府),[空],fu1(fu⁵³),fu1,暂无
青浦,俯(俯),[空],fu1(fu⁵³),fu1,暂无
青浦,腑(腑),[空],fu1(fu⁵³),fu1,暂无
青浦,斧(斧),[空],fu3(fu⁴⁴),fu3,暂无
青浦,付(付),[空],fu5(fu³⁵),fu5,暂无
青浦,傅(傅),[空],fu5(fu³⁵),fu5,暂无
青浦,俘(俘),[空],fu1(fu⁵³),fu1,暂无
青浦,敷(敷),[空],fu1(fu⁵³),fu1,暂无
青浦,赴(赴),[空],fu5(fu³⁵),fu5,暂无
青浦,符(符),[空],vu2(vu³¹),vu2,暂无
青浦,扶(扶),[空],vu2(vu³¹),vu2,暂无
青浦,腐(腐),[空],vu6(vu¹³),vu6,暂无
青浦,辅(輔),[空],fu3(fu⁴⁴),fu3,暂无
青浦,父(父),[空],vu6(vu¹³),vu6,暂无
青浦,附(附),[空],vu6(vu¹³),vu6,暂无
青浦,无(無),[空],vu2(vu³¹),vu2,暂无
青浦,诬(誣),[空],vu2(vu³¹),vu2,暂无
青浦,舞(舞),[空],vu6(vu¹³),vu6,暂无
青浦,武(武),[空],vu6(vu¹³),vu6,暂无
青浦,务(務),[空],vu6(vu¹³),vu6,暂无
青浦,雾(霧),[空],vu6(vu¹³),vu6,暂无
青浦,屡(屢),白,liu6(ly¹³),liu6,暂无
青浦,趋(趨),[空],tshiu1(tsʰy⁵³),tshiu1,暂无
青浦,取(取),[空],tshiu3(tsʰy⁴⁴),tshiu3,暂无
青浦,娶(娶),[空],tshiu3(tsʰy⁴⁴),tshiu3,暂无
青浦,趣(趣),[空],tshiu5(tsʰy³⁵),tshiu5,暂无
青浦,聚(聚),[空],ziu6(zy¹³),ziu6,暂无
青浦,需(需),[空],siu1(sy⁵³),siu1,暂无
青浦,须(須),[空],siu1(sy⁵³),siu1,暂无
青浦,蛛(蛛),[空],tsiu1(tsy⁵³),tsiu1,暂无
青浦,株(株),[空],tsiu1(tsy⁵³),tsiu1,暂无
青浦,驻(駐),[空],tsiu5(tsy³⁵),tsiu5,暂无
青浦,注(注),[空],tsiu5(tsy³⁵),tsiu5,暂无
青浦,厨(廚),[空],ziu2(zy³¹),ziu2,暂无
青浦,柱(柱),[空],ziu6(zy¹³),ziu6,暂无
青浦,住(住),[空],ziu6(zy¹³),ziu6,暂无
青浦,数(數),数一数,su3(su⁴⁴),su3,暂无
青浦,朱(朱),[空],tsiu1(tsy⁵³),tsiu1,暂无
青浦,珠(珠),[空],tsiu1(tsy⁵³),tsiu1,暂无
青浦,主(主),[空],tsiu3(tsy⁴⁴),tsiu3,暂无
青浦,注(注),[空],tsiu5(tsy³⁵),tsiu5,暂无
青浦,蛀(蛀),[空],tsiu5(tsy³⁵),tsiu5,暂无
青浦,铸(鑄),[空],tsiu5(tsy³⁵),tsiu5,暂无
青浦,输(輸),[空],siu1(sy⁵³),siu1,暂无
青浦,殊(殊),[空],ziu2(zy³¹),ziu2,暂无
青浦,竖(豎),[空],ziu6(zy¹³),ziu6,暂无
青浦,树(樹),[空],ziu6(zy¹³),ziu6,暂无
青浦,儒(儒),[空],ziu2(zy³¹),ziu2,暂无
青浦,乳(乳),[空],ziu2(zy³¹),ziu2,暂无
青浦,拘(拘),[空],ciu1(tɕy⁵³),ciu1,暂无
青浦,句(句),[空],ciu5(tɕy³⁵),ciu5,暂无
青浦,区(區),[空],chiu1(tɕʰy⁵³),chiu1,暂无
青浦,驱(驅),[空],chiu1(tɕʰy⁵³),chiu1,暂无
青浦,瞿(瞿),[空],jiu2(dʑy³¹),jiu2,暂无
青浦,具(具),[空],jiu6(dʑy¹³),jiu6,暂无
青浦,愚(愚),[空],gniu2(ȵy³¹),gniu2,暂无
青浦,虞(虞),[空],gniu2(ȵy³¹),gniu2,暂无
青浦,娱(娛),[空],gniu2(ȵy³¹),gniu2,暂无
青浦,遇(遇),[空],gniu6(ȵy¹³),gniu6,暂无
青浦,寓(寓),[空],gniu6(ȵy¹³),gniu6,暂无
青浦,于(於),[空],yu2(ɦy³¹),yu2,暂无
青浦,盂(盂),[空],yu2(ɦy³¹),yu2,暂无
青浦,雨(雨),[空],yu6(ɦy¹³),yu6,暂无
青浦,羽(羽),[空],yu6(ɦy¹³),yu6,暂无
青浦,宇(宇),[空],yu6(ɦy¹³),yu6,暂无
青浦,禹(禹),[空],yu6(ɦy¹³),yu6,暂无
青浦,榆(榆),[空],yu2(ɦy³¹),yu2,暂无
青浦,愉(愉),[空],yu2(ɦy³¹),yu2,暂无
青浦,愈(愈),[空],yu6(ɦy¹³),yu6,暂无
青浦,裕(裕),[空],yu6(ɦy¹³),yu6,暂无
青浦,喻(喻),[空],yu6(ɦy¹³),yu6,暂无
青浦,戴(戴),[空],tae5(tᴇ³⁵),tae5,暂无
青浦,胎(胎),[空],thae1(tʰᴇ⁵³),thae1,暂无
青浦,态(態),[空],thae5(tʰᴇ³⁵),thae5,暂无
青浦,台(台),[空],dae2(dᴇ³¹),dae2,暂无
青浦,苔(苔),[空],dae2(dᴇ³¹),dae2,暂无
青浦,抬(抬),[空],dae2(dᴇ³¹),dae2,暂无
青浦,待(待),[空],dae6(dᴇ¹³),dae6,暂无
青浦,怠(怠),[空],dae6(dᴇ¹³),dae6,暂无
青浦,代(代),[空],dae6(dᴇ¹³),dae6,暂无
青浦,袋(袋),[空],dae6(dᴇ¹³),dae6,暂无
青浦,乃(乃),[空],ne3(nɪ⁴⁴),ne3,暂无
青浦,耐(耐),[空],nae6(nᴇ¹³),nae6,暂无
青浦,来(來),[空],lae2(lᴇ³¹),lae2,暂无
青浦,灾(災),[空],tsae1(tsᴇ⁵³),tsae1,暂无
青浦,栽(栽),[空],tsae1(tsᴇ⁵³),tsae1,暂无
青浦,宰(宰),[空],tsae3(tsᴇ⁴⁴),tsae3,暂无
青浦,载(載),[空],tsae5(tsᴇ³⁵),tsae5,暂无
青浦,再(再),[空],tsae5(tsᴇ³⁵),tsae5,暂无
青浦,猜(猜),[空],tshoe1(tsʰø⁵³),tshoe1,暂无
青浦,彩(彩),[空],tshae3(tsʰᴇ⁴⁴),tshae3,暂无
青浦,采(採),[空],tshae3(tsʰᴇ⁴⁴),tshae3,暂无
青浦,睬(睬),[空],tshae3(tsʰᴇ⁴⁴),tshae3,暂无
青浦,菜(菜),[空],tshae5(tsʰᴇ³⁵),tshae5,暂无
青浦,才(才),[空],zae2(zᴇ³¹),zae2,暂无
青浦,财(財),[空],zae2(zᴇ³¹),zae2,暂无
青浦,材(材),[空],zae2(zᴇ³¹),zae2,暂无
青浦,裁(裁),[空],zae2(zᴇ³¹),zae2,暂无
青浦,在(在),[空],zae6(zᴇ¹³),zae6,暂无
青浦,载(載),[空],tsae5(tsᴇ³⁵),tsae5,暂无
青浦,赛(賽),[空],sae5(sᴇ³⁵),sae5,暂无
青浦,该(該),[空],kae1(kᴇ⁵³),kae1,暂无
青浦,改(改),白,ke3(kɪ⁴⁴),ke3,暂无
青浦,概(概),[空],ke3(kɪ⁴⁴),ke3,暂无
青浦,开(開),[空],khae1(kʰᴇ⁵³),khae1,暂无
青浦,慨(慨),[空],khe5(kʰɪ³⁵),khe5,暂无
青浦,碍(礙),[空],ghae5(ɦᴇ³⁵),ghae5,暂无
青浦,海(海),[空],he3(hɪ⁴⁴),he3,暂无
青浦,孩(孩),[空],ghae2(ɦᴇ³¹),ghae2,暂无
青浦,哀(哀),[空],ae1(∅ᴇ⁵³),ae1,暂无
青浦,爱(愛),[空],ae5(∅ᴇ³⁵),ae5,暂无
青浦,贝(貝),[空],pe5(pɪ³⁵),pe5,暂无
青浦,沛(沛),[空],phe5(pʰɪ³⁵),phe5,暂无
青浦,带(帶),[空],ta5(tɑ³⁵),ta5,暂无
青浦,太(太),白,thae5(tʰᴇ³⁵),thae5,暂无
青浦,泰(泰),[空],tha5(tʰɑ³⁵),tha5,暂无
青浦,大(大),[空],da6(dɑ¹³),da6,暂无
青浦,奈(奈),[空],ne3(nɪ⁴⁴),ne3,暂无
青浦,癞(癩),[空],la6(lɑ¹³),la6,暂无
青浦,赖(賴),[空],lae6(lᴇ¹³),lae6,暂无
青浦,蔡(蔡),[空],tsha5(tsʰɑ³⁵),tsha5,暂无
青浦,盖(蓋),[空],kae3(kᴇ⁴⁴),kae3,暂无
青浦,艾(艾),[空],ngae2(ŋᴇ³¹),ngae2,暂无
青浦,害(害),[空],ghae6(ɦᴇ¹³),ghae6,暂无
青浦,拜(拜),[空],pa5(pɑ³⁵),pa5,暂无
青浦,排(排),[空],ba2(bɑ³¹),ba2,暂无
青浦,埋(埋),[空],ma2(mɑ³¹),ma2,暂无
青浦,斋(齋),[空],tsa1(tsɑ⁵³),tsa1,暂无
青浦,豺(豺),[空],za2(zɑ³¹),za2,暂无
青浦,皆(皆),[空],cia1(tɕiɑ⁵³),cia1,暂无
青浦,阶(階),[空],cia1(tɕiɑ⁵³),cia1,暂无
