where,word,mean,pinYin,Pronunciation
南汇·周浦,卑(卑),[空],ʔbe⁵²,暂无
南汇·周浦,悲(悲),[空],ʔbe⁵²,暂无
南汇·周浦,碑(碑),[空],ʔbe⁵²,暂无
南汇·周浦,北(北),[空],poʔ⁵⁵,暂无
南汇·周浦,贝(貝),[空],ʔbe³³⁵,暂无
南汇·周浦,背(背),[空],be³³⁵,暂无
南汇·周浦,倍(倍),[空],be¹¹³,暂无
南汇·周浦,被(被),[空],bi¹¹³,暂无
南汇·周浦,备(備),[空],be¹¹³,暂无
南汇·周浦,辈(輩),[空],ʔbe³³⁵,暂无
南汇·周浦,鐾(鐾),[空],bi¹¹³,暂无
南汇·周浦,奔(奔),[空],ʔbəŋ⁵²,暂无
南汇·周浦,本(本),[空],ʔbəŋ⁴⁴,暂无
南汇·周浦,笨(笨),[空],bəŋ¹¹³,暂无
南汇·周浦,绷(繃),[空],ʔbᴀ̃⁵²,暂无
南汇·周浦,迸(迸),[空],ʔbᴀ̃³³⁵,暂无
南汇·周浦,迸(迸),[空],ʔbiɪŋ³³⁵,暂无
南汇·周浦,逼(逼),[空],ʔbɪʔ⁵⁵,暂无
南汇·周浦,鼻(鼻),[空],bɪʔ²³,暂无
南汇·周浦,比(比),[空],ʔbi⁴⁴,暂无
南汇·周浦,彼(彼),[空],ʔbi⁴⁴,暂无
南汇·周浦,笔(筆),[空],ʔbɪʔ⁵⁵,暂无
南汇·周浦,鄙(鄙),[空],ʔbi⁴⁴,暂无
南汇·周浦,必(必),[空],ʔbɪʔ⁵⁵,暂无
南汇·周浦,闭(閉),[空],ʔbi³³⁵,暂无
南汇·周浦,敝(敝),[空],bi¹¹³,暂无
南汇·周浦,婢(婢),[空],bi¹¹³,暂无
南汇·周浦,蓖(蓖),[空],ʔbi⁵²,暂无
南汇·周浦,碧(碧),[空],ʔbɪʔ⁵⁵,暂无
南汇·周浦,币(幣),[空],bi¹¹³,暂无
南汇·周浦,壁(壁),[空],ʔbɪʔ⁵⁵,暂无
南汇·周浦,避(避),[空],bi¹¹³,暂无
南汇·周浦,臂(臂),[空],ʔbi³³⁵,暂无
南汇·周浦,璧(璧),[空],ʔbɪʔ⁵⁵,暂无
南汇·周浦,蝙(蝙),[空],ʔbi⁵²,暂无
南汇·周浦,编(編),[空],ʔbi⁵²,暂无
南汇·周浦,鞭(鞭),[空],ʔbi⁵²,暂无
南汇·周浦,边(邊),[空],ʔbi⁵²,暂无
南汇·周浦,扁(扁),[空],ʔbi⁴⁴,暂无
南汇·周浦,匾(匾),[空],ʔbi⁴⁴,暂无
南汇·周浦,便(便),[空],bi¹¹³,暂无
南汇·周浦,便(便),[空],bi¹¹³,暂无
南汇·周浦,遍(遍),[空],ʔbi³³⁵,暂无
南汇·周浦,辨(辨),[空],bi¹¹³,暂无
南汇·周浦,辫(辮),[空],bi¹¹³,暂无
南汇·周浦,辩(辯),[空],bi¹¹³,暂无
南汇·周浦,变(變),[空],ʔbi³³⁵,暂无
南汇·周浦,标(標),[空],ʔbiɔ⁵²,暂无
南汇·周浦,表(表),[空],ʔbiɔ⁴⁴,暂无
南汇·周浦,别(別),[空],bɪʔ²³,暂无
南汇·周浦,瘪(癟),[空],ʔbɪʔ⁵⁵,暂无
南汇·周浦,宾(賓),[空],ʔbiɪŋ⁵²,暂无
南汇·周浦,鬓(鬢),[空],ʔbiɪŋ³³⁵,暂无
南汇·周浦,冰(冰),[空],ʔbiɪŋ⁵²,暂无
南汇·周浦,兵(兵),[空],ʔbiɪŋ⁵²,暂无
南汇·周浦,丙(丙),[空],ʔbiɪŋ⁴⁴,暂无
南汇·周浦,秉(秉),[空],ʔbiɪŋ⁴⁴,暂无
南汇·周浦,柄(柄),[空],ʔbiɪŋ³³⁵,暂无
南汇·周浦,禀(稟),[空],ʔbiɪŋ⁴⁴,暂无
南汇·周浦,饼(餅),[空],ʔbiɪŋ⁴⁴,暂无
南汇·周浦,并(並),[空],biɪŋ¹¹³,暂无
南汇·周浦,病(病),[空],biɪŋ¹¹³,暂无
南汇·周浦,波(波),[空],ʔbu⁵²,暂无
南汇·周浦,玻(玻),[空],ʔbu⁵²,暂无
南汇·周浦,剥(剝),[空],pɒʔ⁵⁵,暂无
南汇·周浦,剥(剝),[空],poʔ⁵⁵,暂无
南汇·周浦,钵(缽),[空],ʔbəʔ⁵⁵,暂无
南汇·周浦,播(播),[空],ʔbu³³⁵,暂无
南汇·周浦,拨(撥),[空],ʔbəʔ⁵⁵,暂无
南汇·周浦,饽(餑),[空],boʔ²³,暂无
南汇·周浦,伯(伯),[空],ʔbɑʔ⁵⁵,暂无
南汇·周浦,博(博),[空],poʔ⁵⁵,暂无
南汇·周浦,钹(鈸),[空],bəʔ²³,暂无
南汇·周浦,驳(駁),[空],poʔ⁵⁵,暂无
南汇·周浦,跛(跛),[空],ʔbu⁴⁴,暂无
南汇·周浦,擘(擘),[空],ʔbɑʔ⁵⁵,暂无
南汇·周浦,簸(簸),[空],ʔbu³³⁵,暂无
南汇·周浦,捕(捕),[空],bu¹¹³,暂无
南汇·周浦,补(補),[空],ʔbv̩⁴⁴,暂无
南汇·周浦,不(不),[空],pəʔ⁵⁵,暂无
南汇·周浦,布(布),[空],ʔbv̩³³⁵,暂无
南汇·周浦,步(步),[空],bu¹¹³,暂无
南汇·周浦,布(佈),[空],ʔbv̩³³⁵,暂无
南汇·周浦,部(部),[空],bu¹¹³,暂无
南汇·周浦,簿(簿),[空],bu¹¹³,暂无
南汇·周浦,猜(猜),[空],tsʰe⁵²,暂无
南汇·周浦,才(才),[空],ze¹¹³,暂无
南汇·周浦,材(材),[空],ze¹¹³,暂无
南汇·周浦,财(財),[空],ze¹¹³,暂无
南汇·周浦,裁(裁),[空],ze¹¹³,暂无
南汇·周浦,采(采),[空],tsʰe⁴⁴,暂无
南汇·周浦,采(採),[空],tsʰe⁴⁴,暂无
南汇·周浦,彩(彩),[空],tsʰe⁴⁴,暂无
南汇·周浦,菜(菜),[空],tsʰe³³⁵,暂无
南汇·周浦,蔡(蔡),[空],tsʰɑ³³⁵,暂无
南汇·周浦,参(參),[空],tsəŋ⁵²,暂无
南汇·周浦,参(參),[空],tsʰe⁵²,暂无
南汇·周浦,参(參),[空],tsʰø⁵²,暂无
南汇·周浦,残(殘),[空],zɛ¹¹³,暂无
南汇·周浦,惭(慚),[空],zɛ¹¹³,暂无
南汇·周浦,蚕(蠶),[空],ze¹¹³,暂无
南汇·周浦,惨(慘),[空],tsʰe⁴⁴,暂无
南汇·周浦,仓(倉),[空],tsʰɒ̃⁵²,暂无
南汇·周浦,舱(艙),[空],tsʰɒ̃⁵²,暂无
南汇·周浦,藏(藏),[空],zɒ̃¹¹³,暂无
南汇·周浦,藏(藏),[空],zɒ̃¹¹³,暂无
南汇·周浦,操(操),[空],tsʰɔ⁵²,暂无
南汇·周浦,曹(曹),[空],zɔ¹¹³,暂无
南汇·周浦,槽(槽),[空],zɔ¹¹³,暂无
南汇·周浦,草(草),[空],tsʰɔ⁴⁴,暂无
南汇·周浦,册(冊),[空],tsʰɑʔ⁵⁵,暂无
南汇·周浦,侧(側),[空],tsəʔ⁵⁵,暂无
南汇·周浦,策(策),[空],tsʰɑʔ⁵⁵,暂无
南汇·周浦,测(測),[空],tsʰəʔ⁵⁵,暂无
南汇·周浦,恻(惻),[空],tsʰəʔ⁵⁵,暂无
南汇·周浦,曾(曾),[空],zəŋ¹¹³,暂无
南汇·周浦,层(層),[空],zəŋ¹¹³,暂无
南汇·周浦,叉(叉),[空],tsʰɑ⁵²,暂无
南汇·周浦,叉(叉),[空],tsʰo⁵²,暂无
南汇·周浦,杈(杈),[空],tsʰɑ⁵²,暂无
南汇·周浦,杈(杈),[空],tsʰo⁵²,暂无
南汇·周浦,插(插),[空],tsʰɑʔ⁵⁵,暂无
南汇·周浦,茶(茶),[空],zo¹¹³,暂无
南汇·周浦,查(查),[空],zo¹¹³,暂无
南汇·周浦,察(察),[空],tsʰɑʔ⁵⁵,暂无
南汇·周浦,岔(岔),[空],tsʰɑ³³⁵,暂无
南汇·周浦,岔(岔),[空],tsʰo³³⁵,暂无
南汇·周浦,差(差),[空],tsʰɑ⁵²,暂无
南汇·周浦,差(差),[空],tsʰɑ⁵²,暂无
南汇·周浦,差(差),[空],tsʰo⁵²,暂无
南汇·周浦,差(差),[空],tsʰo⁵²,暂无
南汇·周浦,拆(拆),[空],tsʰɑʔ⁵⁵,暂无
南汇·周浦,柴(柴),[空],zɑ¹¹³,暂无
南汇·周浦,豺(豺),[空],zɑ¹¹³,暂无
南汇·周浦,豺(豺),[空],ze¹¹³,暂无
南汇·周浦,搀(攙),[空],tsʰɛ⁵²,暂无
南汇·周浦,禅(禪),[空],ze¹¹³,暂无
南汇·周浦,蝉(蟬),[空],ze¹¹³,暂无
南汇·周浦,缠(纏),[空],zø¹¹³,暂无
南汇·周浦,产(產),[空],tsʰɛ⁴⁴,暂无
南汇·周浦,产(産),[空],tsʰɛ⁴⁴,暂无
南汇·周浦,铲(鏟),[空],tsʰɛ⁴⁴,暂无
南汇·周浦,忏(懺),[空],tsʰɛ³³⁵,暂无
南汇·周浦,昌(昌),[空],tsʰᴀ̃⁵²,暂无
南汇·周浦,长(長),[空],tsᴀ̃¹¹³,暂无
南汇·周浦,长(長),[空],zᴀ̃¹¹³,暂无
南汇·周浦,常(常),[空],zᴀ̃¹¹³,暂无
南汇·周浦,肠(腸),[空],zᴀ̃¹¹³,暂无
南汇·周浦,尝(嘗),[空],zɒ̃¹¹³,暂无
南汇·周浦,厂(廠),[空],tsʰᴀ̃⁴⁴,暂无
南汇·周浦,唱(唱),[空],tsʰɒ̃³³⁵,暂无
南汇·周浦,畅(暢),[空],tsʰᴀ̃³³⁵,暂无
南汇·周浦,抄(抄),[空],tsʰɔ⁵²,暂无
南汇·周浦,超(超),[空],tsʰɔ⁵²,暂无
南汇·周浦,钞(鈔),[空],tsʰɔ⁵²,暂无
南汇·周浦,巢(巢),[空],zɔ¹¹³,暂无
南汇·周浦,朝(朝),[空],tsɔ⁵²,暂无
南汇·周浦,朝(朝),[空],zɔ¹¹³,暂无
南汇·周浦,潮(潮),[空],zɔ¹¹³,暂无
南汇·周浦,吵(吵),[空],tsʰɔ⁴⁴,暂无
南汇·周浦,炒(炒),[空],tsʰɔ⁴⁴,暂无
南汇·周浦,车(車),[空],tsʰo⁵²,暂无
南汇·周浦,扯(扯),[空],tsʰɑ⁴⁴,暂无
南汇·周浦,坼(坼),[空],tsʰɑʔ⁵⁵,暂无
南汇·周浦,撤(撤),[空],tsʰəʔ⁴⁵,暂无
南汇·周浦,彻(徹),[空],tsʰəʔ⁴⁵,暂无
南汇·周浦,臣(臣),[空],zəŋ¹¹³,暂无
南汇·周浦,辰(辰),[空],zəŋ¹¹³,暂无
南汇·周浦,沉(沉),[空],zəŋ¹¹³,暂无
南汇·周浦,陈(陳),[空],zəŋ¹¹³,暂无
南汇·周浦,晨(晨),[空],zəŋ¹¹³,暂无
南汇·周浦,尘(塵),[空],zəŋ¹¹³,暂无
南汇·周浦,趁(趁),[空],tsʰəŋ³³⁵,暂无
南汇·周浦,衬(襯),[空],tsʰəŋ³³⁵,暂无
南汇·周浦,称(稱),[空],tsʰəŋ⁵²,暂无
南汇·周浦,撑(撐),[空],tsʰᴀ̃⁵²,暂无
南汇·周浦,成(成),[空],zəŋ¹¹³,暂无
南汇·周浦,城(城),[空],zəŋ¹¹³,暂无
南汇·周浦,乘(乘),[空],zəŋ¹¹³,暂无
南汇·周浦,程(程),[空],zəŋ¹¹³,暂无
南汇·周浦,诚(誠),[空],zəŋ¹¹³,暂无
南汇·周浦,逞(逞),[空],tsʰəŋ⁴⁴,暂无
南汇·周浦,秤(秤),[空],tsʰəŋ³³⁵,暂无
南汇·周浦,吃(吃),[空],tɕʰiʌʔ⁵⁵,暂无
南汇·周浦,吃(吃),[空],tɕʰɪʔ⁵⁵,暂无
南汇·周浦,痴(癡),[空],tsʰɿ⁵²,暂无
南汇·周浦,池(池),[空],zɿ¹¹³,暂无
南汇·周浦,持(持),[空],zɿ¹¹³,暂无
南汇·周浦,驰(馳),[空],zɿ¹¹³,暂无
南汇·周浦,迟(遲),[空],zɿ¹¹³,暂无
南汇·周浦,尺(尺),[空],tsʰɑʔ⁵⁵,暂无
南汇·周浦,耻(恥),[空],tsʰɿ⁴⁴,暂无
南汇·周浦,斥(斥),[空],tsʰɑʔ⁵⁵,暂无
南汇·周浦,赤(赤),[空],tsʰɑʔ⁵⁵,暂无
南汇·周浦,翅(翅),[空],tsʰɿ³³⁵,暂无
南汇·周浦,饬(飭),[空],tsʰəʔ⁵⁵,暂无
南汇·周浦,充(充),[空],tsʰoŋ⁵²,暂无
南汇·周浦,冲(衝),[空],tsʰoŋ⁵²,暂无
南汇·周浦,崇(崇),[空],zoŋ¹¹³,暂无
南汇·周浦,虫(蟲),[空],zoŋ¹¹³,暂无
南汇·周浦,宠(寵),[空],tsʰoŋ⁴⁴,暂无
南汇·周浦,抽(抽),[空],tsʰɤ⁵²,暂无
南汇·周浦,仇(仇),[空],zɤ¹¹³,暂无
南汇·周浦,愁(愁),[空],zɤ¹¹³,暂无
南汇·周浦,绸(綢),[空],zɤ¹¹³,暂无
南汇·周浦,丑(醜),[空],tsʰɤ⁴⁴,暂无
南汇·周浦,臭(臭),[空],tsʰɤ³³⁵,暂无
南汇·周浦,出(出),[空],tsʰəʔ⁵⁵,暂无
南汇·周浦,初(初),[空],tsʰu⁵²,暂无
南汇·周浦,除(除),[空],ʑy¹¹³,暂无
南汇·周浦,锄(鋤),[空],zɿ¹¹³,暂无
南汇·周浦,厨(廚),[空],ʑy¹¹³,暂无
南汇·周浦,橱(櫥),[空],zɿ¹¹³,暂无
南汇·周浦,橱(櫥),[空],ʑy¹¹³,暂无
南汇·周浦,楚(楚),[空],tsʰu⁴⁴,暂无
南汇·周浦,畜(畜),[空],ɕioʔ⁵⁵,暂无
南汇·周浦,畜(畜),[空],tsʰoʔ⁵⁵,暂无
南汇·周浦,处(處),[空],tɕʰy³³⁵,暂无
南汇·周浦,处(處),[空],tɕʰy⁴⁴,暂无
南汇·周浦,处(處),[空],tsɿ³³⁵,暂无
南汇·周浦,处(處),[空],tsɿ⁴⁴,暂无
南汇·周浦,触(觸),[空],tsʰoʔ⁵⁵,暂无
南汇·周浦,川(川),[空],tsʰø⁵²,暂无
南汇·周浦,穿(穿),[空],tsʰø⁵²,暂无
南汇·周浦,传(傳),[空],zø¹¹³,暂无
南汇·周浦,传(傳),[空],zø¹¹³,暂无
南汇·周浦,喘(喘),[空],tsʰø⁴⁴,暂无
南汇·周浦,串(串),[空],tsʰø³³⁵,暂无
南汇·周浦,窗(窗),[空],tsʰɒ̃⁵²,暂无
南汇·周浦,疮(瘡),[空],tsʰɒ̃⁵²,暂无
南汇·周浦,床(床),[空],zɒ̃¹¹³,暂无
南汇·周浦,创(創),[空],tsʰɒ̃³³⁵,暂无
南汇·周浦,吹(吹),[空],tsʰɿ⁵²,暂无
南汇·周浦,炊(炊),[空],tsʰø⁵²,暂无
南汇·周浦,垂(垂),[空],zø¹¹³,暂无
南汇·周浦,槌(槌),[空],tsø⁵²,暂无
南汇·周浦,槌(槌),[空],zø¹¹³,暂无
南汇·周浦,春(春),[空],tsʰəŋ⁵²,暂无
南汇·周浦,唇(唇),[空],zəŋ¹¹³,暂无
南汇·周浦,纯(純),[空],zəŋ¹¹³,暂无
南汇·周浦,蠢(蠢),[空],tsʰəŋ⁴⁴,暂无
南汇·周浦,戳(戳),[空],tsʰoʔ⁵⁵,暂无
南汇·周浦,绰(綽),[空],tsʰoʔ⁵⁵,暂无
南汇·周浦,龊(齪),[空],tsʰoʔ⁵⁵,暂无
南汇·周浦,瓷(瓷),[空],zɿ¹¹³,暂无
南汇·周浦,词(詞),[空],zɿ¹¹³,暂无
南汇·周浦,慈(慈),[空],zɿ¹¹³,暂无
南汇·周浦,磁(磁),[空],zɿ¹¹³,暂无
南汇·周浦,雌(雌),[空],tsʰɿ⁵²,暂无
南汇·周浦,辞(辭),[空],zɿ¹¹³,暂无
南汇·周浦,此(此),[空],tsʰɿ⁴⁴,暂无
南汇·周浦,次(次),[空],tsʰɿ³³⁵,暂无
南汇·周浦,刺(刺),[空],tsʰɿ³³⁵,暂无
南汇·周浦,匆(匆),[空],tsʰoŋ⁵²,暂无
南汇·周浦,葱(蔥),[空],tsʰoŋ⁵²,暂无
南汇·周浦,聪(聰),[空],tsʰoŋ⁵²,暂无
南汇·周浦,从(從),[空],zoŋ¹¹³,暂无
南汇·周浦,丛(叢),[空],zoŋ¹¹³,暂无
南汇·周浦,粗(粗),[空],tsu⁵²,暂无
南汇·周浦,促(促),[空],tsʰoʔ⁵⁵,暂无
南汇·周浦,猝(猝),[空],tsʰoʔ⁵⁵,暂无
南汇·周浦,醋(醋),[空],tsʰu³³⁵,暂无
南汇·周浦,汆(汆),[空],tsʰø⁵²,暂无
南汇·周浦,窜(竄),[空],tsʰø³³⁵,暂无
南汇·周浦,崔(崔),[空],tsʰø⁵²,暂无
南汇·周浦,催(催),[空],tsʰø⁵²,暂无
南汇·周浦,脆(脆),[空],tsʰø³³⁵,暂无
南汇·周浦,翠(翠),[空],tsʰø³³⁵,暂无
南汇·周浦,村(村),[空],tsʰəŋ⁵²,暂无
南汇·周浦,存(存),[空],zəŋ¹¹³,暂无
南汇·周浦,忖(忖),[空],tsʰəŋ⁴⁴,暂无
南汇·周浦,寸(寸),[空],tsʰəŋ³³⁵,暂无
南汇·周浦,搓(搓),[空],tsʰu⁵²,暂无
南汇·周浦,撮(撮),[空],tsʰoʔ⁵⁵,暂无
南汇·周浦,措(措),[空],tsʰu³³⁵,暂无
南汇·周浦,错(錯),[空],tsʰu³³⁵,暂无
南汇·周浦,搭(搭),[空],ʔdɑʔ⁵⁵,暂无
南汇·周浦,剳(剳),[空],tsɑʔ⁵⁵,暂无
南汇·周浦,达(達),[空],dɑʔ²³,暂无
南汇·周浦,答(答),[空],ʔdɑʔ⁵⁵,暂无
南汇·周浦,打(打),[空],ʔdᴀ̃⁴⁴,暂无
南汇·周浦,大(大),[空],dɑ¹¹³,暂无
南汇·周浦,大(大),[空],du¹¹³,暂无
南汇·周浦,呆(呆),[空],ŋe¹¹³,暂无
南汇·周浦,呆(呆),[空],te⁵²,暂无
南汇·周浦,歹(歹),[空],te⁴⁴,暂无
南汇·周浦,代(代),[空],de¹¹³,暂无
南汇·周浦,待(待),[空],de¹¹³,暂无
南汇·周浦,带(帶),[空],tɑ³³⁵,暂无
南汇·周浦,袋(袋),[空],de¹¹³,暂无
南汇·周浦,戴(戴),[空],tɑ³³⁵,暂无
南汇·周浦,戴(戴),[空],tɛ³³⁵,暂无
南汇·周浦,丹(丹),[空],ʔdɛ⁵²,暂无
南汇·周浦,耽(耽),[空],ʔde⁵²,暂无
南汇·周浦,单(單),[空],ʔdɛ⁵²,暂无
南汇·周浦,掸(撣),[空],ʔdɛ⁴⁴,暂无
南汇·周浦,担(擔),[空],ʔdɛ³³⁵,暂无
南汇·周浦,担(擔),[空],ʔdɛ⁵²,暂无
南汇·周浦,胆(膽),[空],ʔdɛ⁴⁴,暂无
南汇·周浦,旦(旦),[空],ʔdɛ³³⁵,暂无
南汇·周浦,但(但),[空],dɛ¹¹³,暂无
南汇·周浦,蛋(蛋),[空],dɛ¹¹³,暂无
南汇·周浦,弹(彈),[空],dɛ¹¹³,暂无
南汇·周浦,弹(彈),[空],dɛ¹¹³,暂无
南汇·周浦,当(當),[空],ʔdɒ̃³³⁵,暂无
南汇·周浦,当(當),[空],ʔdɒ̃⁵²,暂无
南汇·周浦,挡(擋),[空],ʔdɒ̃⁴⁴,暂无
南汇·周浦,党(黨),[空],ʔdɒ̃⁴⁴,暂无
南汇·周浦,宕(宕),[空],dɒ̃¹¹³,暂无
南汇·周浦,荡(蕩),[空],dɒ̃¹¹³,暂无
南汇·周浦,刀(刀),[空],ʔdɔ⁵²,暂无
南汇·周浦,倒(倒),[空],ʔdɔ³³⁵,暂无
南汇·周浦,倒(倒),[空],ʔdɔ⁴⁴,暂无
南汇·周浦,岛(島),[空],ʔdɔ⁴⁴,暂无
南汇·周浦,导(導),[空],dɔ¹¹³,暂无
南汇·周浦,到(到),[空],ʔdɔ³³⁵,暂无
南汇·周浦,道(道),[空],dɔ¹¹³,暂无
南汇·周浦,盗(盜),[空],dɔ¹¹³,暂无
南汇·周浦,稻(稻),[空],dɔ¹¹³,暂无
南汇·周浦,得(得),[空],ʔdəʔ⁵⁵,暂无
南汇·周浦,德(德),[空],ʔdəʔ⁵⁵,暂无
南汇·周浦,的(的),[空],ʔdɪʔ⁵⁵,暂无
南汇·周浦,登(登),[空],ʔdəŋ⁵²,暂无
南汇·周浦,灯(燈),[空],ʔdəŋ⁵²,暂无
南汇·周浦,等(等),[空],ʔdəŋ⁴⁴,暂无
南汇·周浦,凳(凳),[空],ʔdəŋ³³⁵,暂无
南汇·周浦,邓(鄧),[空],dəŋ¹¹³,暂无
南汇·周浦,低(低),[空],ʔdi⁵²,暂无
南汇·周浦,滴(滴),[空],ʔdɪʔ⁵⁵,暂无
南汇·周浦,狄(狄),[空],dɪʔ²³,暂无
南汇·周浦,笛(笛),[空],dɪʔ²³,暂无
南汇·周浦,敌(敵),[空],dɪʔ²³,暂无
南汇·周浦,抵(抵),[空],ʔdi⁴⁴,暂无
南汇·周浦,底(底),[空],ʔdi⁴⁴,暂无
南汇·周浦,地(地),[空],di¹¹³,暂无
南汇·周浦,弟(弟),[空],di¹¹³,暂无
南汇·周浦,帝(帝),[空],ʔdi³³⁵,暂无
南汇·周浦,第(第),[空],di¹¹³,暂无
南汇·周浦,递(遞),[空],di¹¹³,暂无
南汇·周浦,颠(顛),[空],ʔdi⁵²,暂无
南汇·周浦,典(典),[空],ʔdi⁴⁴,暂无
南汇·周浦,点(點),[空],ʔdi⁴⁴,暂无
南汇·周浦,店(店),[空],ʔdi³³⁵,暂无
南汇·周浦,电(電),[空],di¹¹³,暂无
南汇·周浦,殿(殿),[空],di¹¹³,暂无
