where,word,mean,pinYin,Pronunciation
上海·市区(中新派),帜(幟),[空],tsy5(tsɿ³³⁴),暂无
上海·市区(中新派),之(之),[空],tsy5(tsɿ³³⁴),暂无
上海·市区(中新派),煮(煮),[空],tsy5(tsɿ³³⁴),暂无
上海·市区(中新派),着(著),[空],tsy5(tsɿ³³⁴),暂无
上海·市区(中新派),渚(渚),[空],tsy5(tsɿ³³⁴),暂无
上海·市区(中新派),主(主),[空],tsy5(tsɿ³³⁴),暂无
上海·市区(中新派),驻(駐),[空],tsy5(tsɿ³³⁴),暂无
上海·市区(中新派),拄(拄),[空],tsy5(tsɿ³³⁴),暂无
上海·市区(中新派),注(注),[空],tsy5(tsɿ³³⁴),暂无
上海·市区(中新派),注(註),[空],tsy5(tsɿ³³⁴),暂无
上海·市区(中新派),蛀(蛀),[空],tsy5(tsɿ³³⁴),暂无
上海·市区(中新派),炷(炷),[空],tsy5(tsɿ³³⁴),暂无
上海·市区(中新派),铸(鑄),[空],tsy5(tsɿ³³⁴),暂无
上海·市区(中新派),疰(疰),[空],tsy5(tsɿ³³⁴),暂无
上海·市区(中新派),嘴(嘴),白,tsy5(tsɿ³³⁴),暂无
上海·市区(中新派),仔(仔),吃~饭，助词,tsy5(tsɿ³³⁴),暂无
上海·市区(中新派),雌(雌),[空],tshy1(tsʰɿ⁵³),暂无
上海·市区(中新派),疵(疵),[空],tshy1(tsʰɿ⁵³),暂无
上海·市区(中新派),差(差),参~,tshy1(tsʰɿ⁵³),暂无
上海·市区(中新派),此(此),[空],tshy1(tsʰɿ⁵³),暂无
上海·市区(中新派),魑(魑),~魅,tshy1(tsʰɿ⁵³),暂无
上海·市区(中新派),眵(眵),[空],tshy1(tsʰɿ⁵³),暂无
上海·市区(中新派),鸱(鴟),[空],tshy1(tsʰɿ⁵³),暂无
上海·市区(中新派),痴(癡),[空],tshy1(tsʰɿ⁵³),暂无
上海·市区(中新派),笞(笞),[空],tshy1(tsʰɿ⁵³),暂无
上海·市区(中新派),嗤(嗤),[空],tshy1(tsʰɿ⁵³),暂无
上海·市区(中新派),吹(吹),白,tshy1(tsʰɿ⁵³),暂无
上海·市区(中新派),粢(粢),~饭,tshy1(tsʰɿ⁵³),暂无
上海·市区(中新派),跐(跐),[空],tshy5(tsʰɿ³³⁴),暂无
上海·市区(中新派),刺(刺),[空],tshy5(tsʰɿ³³⁴),暂无
上海·市区(中新派),厕(廁),[空],tshy5(tsʰɿ³³⁴),暂无
上海·市区(中新派),次(次),[空],tshy5(tsʰɿ³³⁴),暂无
上海·市区(中新派),侈(侈),[空],tshy5(tsʰɿ³³⁴),暂无
上海·市区(中新派),耻(恥),[空],tshy5(tsʰɿ³³⁴),暂无
上海·市区(中新派),齿(齒),[空],tshy5(tsʰɿ³³⁴),暂无
上海·市区(中新派),翅(翅),[空],tshy5(tsʰɿ³³⁴),暂无
上海·市区(中新派),褚(褚),[空],tshy5(tsʰɿ³³⁴),暂无
上海·市区(中新派),处(處),~理，~所,tshy5(tsʰɿ³³⁴),暂无
上海·市区(中新派),鼠(鼠),[空],tshy5(tsʰɿ³³⁴),暂无
上海·市区(中新派),斯(斯),[空],sy1(sɿ⁵³),暂无
上海·市区(中新派),撕(撕),[空],sy1(sɿ⁵³),暂无
上海·市区(中新派),嘶(嘶),[空],sy1(sɿ⁵³),暂无
上海·市区(中新派),厮(廝),[空],sy1(sɿ⁵³),暂无
上海·市区(中新派),私(私),[空],sy1(sɿ⁵³),暂无
上海·市区(中新派),司(司),[空],sy1(sɿ⁵³),暂无
上海·市区(中新派),丝(絲),[空],sy1(sɿ⁵³),暂无
上海·市区(中新派),思(思),[空],sy1(sɿ⁵³),暂无
上海·市区(中新派),鸶(鷥),鹭~,sy1(sɿ⁵³),暂无
上海·市区(中新派),蛳(螄),螺~,sy1(sɿ⁵³),暂无
上海·市区(中新派),施(施),[空],sy1(sɿ⁵³),暂无
上海·市区(中新派),师(師),[空],sy1(sɿ⁵³),暂无
上海·市区(中新派),狮(獅),[空],sy1(sɿ⁵³),暂无
上海·市区(中新派),尸(屍),[空],sy1(sɿ⁵³),暂无
上海·市区(中新派),诗(詩),[空],sy1(sɿ⁵³),暂无
上海·市区(中新派),世(世),[空],sy1(sɿ⁵³),暂无
上海·市区(中新派),势(勢),[空],sy1(sɿ⁵³),暂无
上海·市区(中新派),梳(梳),[空],sy1(sɿ⁵³),暂无
上海·市区(中新派),书(書),[空],sy1(sɿ⁵³),暂无
上海·市区(中新派),舒(舒),[空],sy1(sɿ⁵³),暂无
上海·市区(中新派),抒(抒),[空],sy1(sɿ⁵³),暂无
上海·市区(中新派),纾(紓),[空],sy1(sɿ⁵³),暂无
上海·市区(中新派),输(輸),[空],sy1(sɿ⁵³),暂无
上海·市区(中新派),枢(樞),[空],sy1(sɿ⁵³),暂无
上海·市区(中新派),筛(篩),[空],sy1(sɿ⁵³),暂无
上海·市区(中新派),尿(尿),白,sy1(sɿ⁵³),暂无
上海·市区(中新派),死(死),文,sy5(sɿ³³⁴),暂无
上海·市区(中新派),四(四),[空],sy5(sɿ³³⁴),暂无
上海·市区(中新派),泗(泗),[空],sy5(sɿ³³⁴),暂无
上海·市区(中新派),驷(駟),[空],sy5(sɿ³³⁴),暂无
上海·市区(中新派),肆(肆),[空],sy5(sɿ³³⁴),暂无
上海·市区(中新派),赐(賜),[空],sy5(sɿ³³⁴),暂无
上海·市区(中新派),屎(屎),[空],sy5(sɿ³³⁴),暂无
上海·市区(中新派),矢(矢),[空],sy5(sɿ³³⁴),暂无
上海·市区(中新派),豕(豕),[空],sy5(sɿ³³⁴),暂无
上海·市区(中新派),史(史),[空],sy5(sɿ³³⁴),暂无
上海·市区(中新派),使(使),[空],sy5(sɿ³³⁴),暂无
上海·市区(中新派),驶(駛),[空],sy5(sɿ³³⁴),暂无
上海·市区(中新派),始(始),[空],sy5(sɿ³³⁴),暂无
上海·市区(中新派),世(世),[空],sy5(sɿ³³⁴),暂无
上海·市区(中新派),势(勢),[空],sy5(sɿ³³⁴),暂无
上海·市区(中新派),试(試),[空],sy5(sɿ³³⁴),暂无
上海·市区(中新派),暑(暑),[空],sy5(sɿ³³⁴),暂无
上海·市区(中新派),黍(黍),[空],sy5(sɿ³³⁴),暂无
上海·市区(中新派),庶(庶),[空],sy5(sɿ³³⁴),暂无
上海·市区(中新派),恕(恕),[空],sy5(sɿ³³⁴),暂无
上海·市区(中新派),戍(戍),[空],sy5(sɿ³³⁴),暂无
上海·市区(中新派),水(水),白,sy5(sɿ³³⁴),暂无
上海·市区(中新派),瓷(瓷),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),慈(慈),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),磁(磁),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),糍(糍),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),词(詞),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),祠(祠),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),辞(辭),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),伺(伺),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),似(似),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),祀(祀),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),寺(寺),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),巳(巳),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),嗣(嗣),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),饲(飼),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),自(自),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),字(字),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),仔(仔),吃~饭，助词,zy6(zɿ¹¹³),暂无
上海·市区(中新派),池(池),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),驰(馳),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),弛(弛),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),迟(遲),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),匙(匙),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),持(持),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),时(時),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),鲥(鰣),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),莳(蒔),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),逝(逝),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),氏(氏),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),誓(誓),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),豉(豉),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),是(是),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),示(示),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),视(視),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),嗜(嗜),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),士(士),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),柿(柿),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),仕(仕),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),事(事),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),市(市),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),侍(侍),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),恃(恃),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),滞(滯),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),稚(稚),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),痔(痔),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),峙(峙),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),治(治),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),除(除),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),躇(躇),踌~,zy6(zɿ¹¹³),暂无
上海·市区(中新派),锄(鋤),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),橱(櫥),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),厨(廚),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),雏(雛),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),殊(殊),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),署(署),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),薯(薯),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),曙(曙),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),墅(墅),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),树(樹),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),竖(豎),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),贮(貯),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),伫(佇),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),苎(苧),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),柱(柱),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),住(住),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),箸(箸),[空],zy6(zɿ¹¹³),暂无
上海·市区(中新派),如(如),白,zy6(zɿ¹¹³),暂无
上海·市区(中新派),茹(茹),白,zy6(zɿ¹¹³),暂无
上海·市区(中新派),儒(儒),白,zy6(zɿ¹¹³),暂无
上海·市区(中新派),蠕(蠕),白,zy6(zɿ¹¹³),暂无
上海·市区(中新派),孺(孺),白,zy6(zɿ¹¹³),暂无
上海·市区(中新派),濡(濡),白,zy6(zɿ¹¹³),暂无
上海·市区(中新派),汝(汝),白,zy6(zɿ¹¹³),暂无
上海·市区(中新派),乳(乳),白,zy6(zɿ¹¹³),暂无
上海·市区(中新派),屄(屄),[空],pi1(pi⁵³),暂无
上海·市区(中新派),蓖(蓖),~麻,pi1(pi⁵³),暂无
上海·市区(中新派),篦(篦),梳~,pi1(pi⁵³),暂无
上海·市区(中新派),鞭(鞭),[空],pi1(pi⁵³),暂无
上海·市区(中新派),编(編),[空],pi1(pi⁵³),暂无
上海·市区(中新派),边(邊),[空],pi1(pi⁵³),暂无
上海·市区(中新派),蝙(蝙),~蝠,pi1(pi⁵³),暂无
上海·市区(中新派),鳊(鯿),[空],pi1(pi⁵³),暂无
上海·市区(中新派),煸(煸),[空],pi1(pi⁵³),暂无
上海·市区(中新派),砭(砭),[空],pi1(pi⁵³),暂无
上海·市区(中新派),彼(彼),[空],pi5(pi³³⁴),暂无
上海·市区(中新派),鄙(鄙),[空],pi5(pi³³⁴),暂无
上海·市区(中新派),匕(匕),[空],pi5(pi³³⁴),暂无
上海·市区(中新派),比(比),[空],pi5(pi³³⁴),暂无
上海·市区(中新派),妣(妣),[空],pi5(pi³³⁴),暂无
上海·市区(中新派),闭(閉),[空],pi5(pi³³⁴),暂无
上海·市区(中新派),蔽(蔽),[空],pi5(pi³³⁴),暂无
上海·市区(中新派),箅(箅),[空],pi5(pi³³⁴),暂无
上海·市区(中新派),臂(臂),[空],pi5(pi³³⁴),暂无
上海·市区(中新派),泌(泌),[空],pi5(pi³³⁴),暂无
上海·市区(中新派),秘(秘),白,pi5(pi³³⁴),暂无
上海·市区(中新派),变(變),[空],pi5(pi³³⁴),暂无
上海·市区(中新派),遍(遍),[空],pi5(pi³³⁴),暂无
上海·市区(中新派),贬(貶),[空],pi5(pi³³⁴),暂无
上海·市区(中新派),匾(匾),[空],pi5(pi³³⁴),暂无
上海·市区(中新派),扁(扁),[空],pi5(pi³³⁴),暂无
上海·市区(中新派),批(批),[空],phi1(pʰi⁵³),暂无
上海·市区(中新派),纰(紕),[空],phi1(pʰi⁵³),暂无
上海·市区(中新派),砒(砒),[空],phi1(pʰi⁵³),暂无
上海·市区(中新派),𠜱(𠜱),~肉,phi1(pʰi⁵³),暂无
上海·市区(中新派),披(披),[空],phi1(pʰi⁵³),暂无
上海·市区(中新派),丕(丕),[空],phi1(pʰi⁵³),暂无
上海·市区(中新派),篇(篇),[空],phi1(pʰi⁵³),暂无
上海·市区(中新派),偏(偏),[空],phi1(pʰi⁵³),暂无
上海·市区(中新派),翩(翩),[空],phi1(pʰi⁵³),暂无
上海·市区(中新派),蚍(蚍),~蜉,phi5(pʰi³³⁴),暂无
上海·市区(中新派),否(否),臧~,phi5(pʰi³³⁴),暂无
上海·市区(中新派),痞(痞),[空],phi5(pʰi³³⁴),暂无
上海·市区(中新派),媲(媲),[空],phi5(pʰi³³⁴),暂无
上海·市区(中新派),譬(譬),[空],phi5(pʰi³³⁴),暂无
上海·市区(中新派),屁(屁),[空],phi5(pʰi³³⁴),暂无
上海·市区(中新派),庇(庇),[空],phi5(pʰi³³⁴),暂无
上海·市区(中新派),骗(騙),[空],phi5(pʰi³³⁴),暂无
上海·市区(中新派),片(片),[空],phi5(pʰi³³⁴),暂无
上海·市区(中新派),皮(皮),[空],bi6(bi¹¹³),暂无
上海·市区(中新派),疲(疲),[空],bi6(bi¹¹³),暂无
上海·市区(中新派),陂(陂),[空],bi6(bi¹¹³),暂无
上海·市区(中新派),脾(脾),[空],bi6(bi¹¹³),暂无
上海·市区(中新派),琵(琵),[空],bi6(bi¹¹³),暂无
上海·市区(中新派),鲏(鮍),鳑~,bi6(bi¹¹³),暂无
上海·市区(中新派),敝(敝),[空],bi6(bi¹¹³),暂无
上海·市区(中新派),币(幣),[空],bi6(bi¹¹³),暂无
上海·市区(中新派),毙(斃),[空],bi6(bi¹¹³),暂无
上海·市区(中新派),弊(弊),[空],bi6(bi¹¹³),暂无
上海·市区(中新派),陛(陛),[空],bi6(bi¹¹³),暂无
上海·市区(中新派),婢(婢),[空],bi6(bi¹¹³),暂无
上海·市区(中新派),避(避),[空],bi6(bi¹¹³),暂无
上海·市区(中新派),痹(痺),[空],bi6(bi¹¹³),暂无
上海·市区(中新派),被(被),~头,bi6(bi¹¹³),暂无
上海·市区(中新派),肥(肥),~皂,bi6(bi¹¹³),暂无
上海·市区(中新派),啤(啤),~酒,bi6(bi¹¹³),暂无
上海·市区(中新派),鐾(鐾),[空],bi6(bi¹¹³),暂无
上海·市区(中新派),便(便),~宜,bi6(bi¹¹³),暂无
上海·市区(中新派),辨(辨),[空],bi6(bi¹¹³),暂无
上海·市区(中新派),辩(辯),[空],bi6(bi¹¹³),暂无
上海·市区(中新派),辫(辮),[空],bi6(bi¹¹³),暂无
上海·市区(中新派),骈(駢),[空],bi6(bi¹¹³),暂无
上海·市区(中新派),卞(卞),[空],bi6(bi¹¹³),暂无
上海·市区(中新派),汴(汴),[空],bi6(bi¹¹³),暂无
上海·市区(中新派),弁(弁),[空],bi6(bi¹¹³),暂无
上海·市区(中新派),坒(坒),一~瓦片，量词,bi6(bi¹¹³),暂无
上海·市区(中新派),薇(薇),蔷~花,bi6(bi¹¹³),暂无
上海·市区(中新派),咪(咪),[空],mi1(mi⁵³),暂无
上海·市区(中新派),眯(眯),[空],mi1(mi⁵³),暂无
上海·市区(中新派),𡬍(𡬍),~一歇，略睡,mi1(mi⁵³),暂无
上海·市区(中新派),秘(秘),文,mi5(mi³³⁴),暂无
上海·市区(中新派),勉(勉),[空],mi5(mi³³⁴),暂无
上海·市区(中新派),谜(謎),[空],mi6(mi¹¹³),暂无
上海·市区(中新派),迷(迷),[空],mi6(mi¹¹³),暂无
上海·市区(中新派),糜(糜),[空],mi6(mi¹¹³),暂无
上海·市区(中新派),弥(彌),[空],mi6(mi¹¹³),暂无
上海·市区(中新派),麋(麋),[空],mi6(mi¹¹³),暂无
上海·市区(中新派),米(米),[空],mi6(mi¹¹³),暂无
上海·市区(中新派),靡(靡),[空],mi6(mi¹¹³),暂无
上海·市区(中新派),醚(醚),[空],mi6(mi¹¹³),暂无
上海·市区(中新派),眉(眉),[空],mi6(mi¹¹³),暂无
上海·市区(中新派),嵋(嵋),[空],mi6(mi¹¹³),暂无
上海·市区(中新派),魅(魅),~魑,mi6(mi¹¹³),暂无
上海·市区(中新派),媚(媚),[空],mi6(mi¹¹³),暂无
上海·市区(中新派),尾(尾),白,mi6(mi¹¹³),暂无
上海·市区(中新派),味(味),白,mi6(mi¹¹³),暂无
上海·市区(中新派),棉(棉),[空],mi6(mi¹¹³),暂无
上海·市区(中新派),绵(綿),[空],mi6(mi¹¹³),暂无
上海·市区(中新派),眠(眠),[空],mi6(mi¹¹³),暂无
上海·市区(中新派),勉(勉),[空],mi6(mi¹¹³),暂无
上海·市区(中新派),免(免),[空],mi6(mi¹¹³),暂无
上海·市区(中新派),冕(冕),[空],mi6(mi¹¹³),暂无
上海·市区(中新派),缅(緬),[空],mi6(mi¹¹³),暂无
上海·市区(中新派),渑(澠),[空],mi6(mi¹¹³),暂无
上海·市区(中新派),沔(沔),[空],mi6(mi¹¹³),暂无
上海·市区(中新派),面(面),[空],mi6(mi¹¹³),暂无
上海·市区(中新派),麺(麺),[空],mi6(mi¹¹³),暂无
上海·市区(中新派),未(未),~勒，差得远，早着呢,mi6(mi¹¹³),暂无
上海·市区(中新派),非(非),[空],fi1(fi⁵³),暂无
上海·市区(中新派),飞(飛),[空],fi1(fi⁵³),暂无
上海·市区(中新派),啡(啡),咖~,fi1(fi⁵³),暂无
上海·市区(中新派),扉(扉),[空],fi1(fi⁵³),暂无
上海·市区(中新派),妃(妃),[空],fi1(fi⁵³),暂无
上海·市区(中新派),绯(緋),[空],fi1(fi⁵³),暂无
上海·市区(中新派),霏(霏),[空],fi1(fi⁵³),暂无
上海·市区(中新派),菲(菲),[空],fi1(fi⁵³),暂无
上海·市区(中新派),翡(翡),~翠,fi1(fi⁵³),暂无
上海·市区(中新派),沸(沸),[空],fi1(fi⁵³),暂无
上海·市区(中新派),痱(痱),~子。文,fi1(fi⁵³),暂无
上海·市区(中新派),匪(匪),[空],fi5(fi³³⁴),暂无
上海·市区(中新派),榧(榧),香~子,fi5(fi³³⁴),暂无
上海·市区(中新派),诽(誹),[空],fi5(fi³³⁴),暂无
上海·市区(中新派),斐(斐),[空],fi5(fi³³⁴),暂无
上海·市区(中新派),废(廢),[空],fi5(fi³³⁴),暂无
上海·市区(中新派),肺(肺),[空],fi5(fi³³⁴),暂无
上海·市区(中新派),费(費),[空],fi5(fi³³⁴),暂无
上海·市区(中新派),吠(吠),[空],fi5(fi³³⁴),暂无
上海·市区(中新派),䉬(䉬),芦~,fi5(fi³³⁴),暂无
上海·市区(中新派),肥(肥),[空],vi6(vi¹¹³),暂无
上海·市区(中新派),淝(淝),[空],vi6(vi¹¹³),暂无
上海·市区(中新派),腓(腓),[空],vi6(vi¹¹³),暂无
上海·市区(中新派),微(微),[空],vi6(vi¹¹³),暂无
上海·市区(中新派),唯(唯),[空],vi6(vi¹¹³),暂无
上海·市区(中新派),维(維),[空],vi6(vi¹¹³),暂无
上海·市区(中新派),惟(惟),[空],vi6(vi¹¹³),暂无
上海·市区(中新派),帷(帷),[空],vi6(vi¹¹³),暂无
上海·市区(中新派),薇(薇),[空],vi6(vi¹¹³),暂无
上海·市区(中新派),尾(尾),文,vi6(vi¹¹³),暂无
上海·市区(中新派),味(味),文,vi6(vi¹¹³),暂无
上海·市区(中新派),未(未),[空],vi6(vi¹¹³),暂无
上海·市区(中新派),费(費),姓,vi6(vi¹¹³),暂无
上海·市区(中新派),低(低),[空],ti1(ti⁵³),暂无
上海·市区(中新派),羝(羝),[空],ti1(ti⁵³),暂无
上海·市区(中新派),掂(掂),[空],ti1(ti⁵³),暂无
上海·市区(中新派),踮(踮),[空],ti1(ti⁵³),暂无
上海·市区(中新派),颠(顛),[空],ti1(ti⁵³),暂无
上海·市区(中新派),巅(巔),[空],ti1(ti⁵³),暂无
上海·市区(中新派),癫(癲),[空],ti1(ti⁵³),暂无
上海·市区(中新派),底(底),[空],ti5(ti³³⁴),暂无
上海·市区(中新派),诋(詆),[空],ti5(ti³³⁴),暂无
上海·市区(中新派),抵(抵),[空],ti5(ti³³⁴),暂无
上海·市区(中新派),邸(邸),[空],ti5(ti³³⁴),暂无
上海·市区(中新派),砥(砥),[空],ti5(ti³³⁴),暂无
上海·市区(中新派),帝(帝),[空],ti5(ti³³⁴),暂无
上海·市区(中新派),蒂(蒂),[空],ti5(ti³³⁴),暂无
上海·市区(中新派),缔(締),[空],ti5(ti³³⁴),暂无
上海·市区(中新派),谛(諦),[空],ti5(ti³³⁴),暂无
上海·市区(中新派),典(典),[空],ti5(ti³³⁴),暂无
上海·市区(中新派),点(點),[空],ti5(ti³³⁴),暂无
上海·市区(中新派),店(店),[空],ti5(ti³³⁴),暂无
上海·市区(中新派),惦(惦),[空],ti5(ti³³⁴),暂无
上海·市区(中新派),玷(玷),[空],ti5(ti³³⁴),暂无
上海·市区(中新派),癜(癜),白~疯,ti5(ti³³⁴),暂无
上海·市区(中新派),渧(渧),~水,ti5(ti³³⁴),暂无
上海·市区(中新派),梯(梯),[空],thi1(tʰi⁵³),暂无
上海·市区(中新派),天(天),[空],thi1(tʰi⁵³),暂无
上海·市区(中新派),添(添),[空],thi1(tʰi⁵³),暂无
