where	word	mean	pinYin	toggle	pinYinSearch	Pronunciation	note	updated_at
南汇·周浦	喜(喜)	[空]	shi3(ɕi⁴⁴)	true	shi3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	系(系)	[空]	yi6(ɦi¹¹³)	true	yi6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	系(係)	[空]	yi6(ɦi¹¹³)	true	yi6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	细(細)	[空]	shi5(ɕi³³⁵)	true	shi5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	戏(戲)	[空]	shi³⁵(ɕi³⁵)	true	shi³⁵	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	瞎(瞎)	[空]	haq7(hɑʔ⁵⁵)	true	haq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	虾(蝦)	[空]	hoe1(hø⁵²)	true	hoe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	匣(匣)	[空]	ghaq8(ɦɑʔ²³)	true	ghaq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	侠(俠)	[空]	yaq8(ɦiɑʔ²³)	true	yaq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	狭(狹)	[空]	ghaq8(ɦɑʔ²³)	true	ghaq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	辖(轄)	[空]	ghaq8(ɦɑʔ²³)	true	ghaq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	霞(霞)	[空]	zhia6(ʑiɑ¹¹³)	true	zhia6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	下(下)	[空]	ghau6(ɦɔ¹¹³)	true	ghau6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	下(下)	[空]	ghau6(ɦɔ¹¹³)	true	ghau6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	下(下)	[空]	gho6(ɦo¹¹³)	true	gho6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	下(下)	[空]	gho6(ɦo¹¹³)	true	gho6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	夏(夏)	[空]	ghau6(ɦɔ¹¹³)	true	ghau6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	吓(嚇)	[空]	haq7(hɑʔ⁵⁵)	true	haq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	仙(仙)	[空]	shi1(ɕi⁵²)	true	shi1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	屳(屳)	[空]	shi1(ɕi⁵²)	true	shi1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	先(先)	[空]	shi1(ɕi⁵²)	true	shi1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	掀(掀)	[空]	shi1(ɕi⁵²)	true	shi1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	鲜(鮮)	[空]	shi1(ɕi⁵²)	true	shi1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	闲(閑)	[空]	ghae6(ɦɛ¹¹³)	true	ghae6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	嫌(嫌)	[空]	yi6(ɦi¹¹³)	true	yi6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	衔(銜)	[空]	ghae6(ɦɛ¹¹³)	true	ghae6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	险(險)	[空]	shi3(ɕi⁴⁴)	true	shi3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	显(顯)	[空]	shi3(ɕi⁴⁴)	true	shi3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	限(限)	[空]	ghae6(ɦɛ¹¹³)	true	ghae6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	陷(陷)	[空]	ghae6(ɦɛ¹¹³)	true	ghae6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	陷(陷)	[空]	yae6(ɦiɛ¹¹³)	true	yae6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	现(現)	[空]	yi6(ɦi¹¹³)	true	yi6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	羡(羨)	[空]	yi6(ɦi¹¹³)	true	yi6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	线(綫)	[空]	shi5(ɕi³³⁵)	true	shi5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	县(縣)	[空]	yoe6(ɦyø¹¹³)	true	yoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	馅(餡)	[空]	ghae6(ɦɛ¹¹³)	true	ghae6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	献(獻)	[空]	shi5(ɕi³³⁵)	true	shi5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	相(相)	[空]	shian5(ɕiᴀ̃³³⁵)	true	shian5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	相(相)	[空]	shian1(ɕiᴀ̃⁵²)	true	shian1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	香(香)	[空]	shian1(ɕiᴀ̃⁵²)	true	shian1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	乡(鄉)	[空]	shian1(ɕiᴀ̃⁵²)	true	shian1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	厢(廂)	[空]	shian1(ɕiᴀ̃⁵²)	true	shian1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	箱(箱)	[空]	shian1(ɕiᴀ̃⁵²)	true	shian1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	襄(襄)	[空]	shian1(ɕiᴀ̃⁵²)	true	shian1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	祥(祥)	[空]	yan6(ɦiᴀ̃¹¹³)	true	yan6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	祥(祥)	[空]	zhian6(ʑiᴀ̃¹¹³)	true	zhian6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	详(詳)	[空]	yan6(ɦiᴀ̃¹¹³)	true	yan6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	详(詳)	[空]	zhian6(ʑiᴀ̃¹¹³)	true	zhian6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	享(享)	[空]	shian3(ɕiᴀ̃⁴⁴)	true	shian3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	想(想)	[空]	shian3(ɕiᴀ̃⁴⁴)	true	shian3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	响(響)	[空]	shian3(ɕiᴀ̃⁴⁴)	true	shian3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	向(向)	[空]	shian5(ɕiᴀ̃³³⁵)	true	shian5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	巷(巷)	[空]	ghaon6(ɦɒ̃¹¹³)	true	ghaon6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	象(象)	[空]	zhian6(ʑiᴀ̃¹¹³)	true	zhian6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	项(項)	[空]	ghaon6(ɦɒ̃¹¹³)	true	ghaon6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	像(像)	[空]	yan6(ɦiᴀ̃¹¹³)	true	yan6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	像(像)	[空]	zhian6(ʑiᴀ̃¹¹³)	true	zhian6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	消(消)	[空]	shiau1(ɕiɔ⁵²)	true	shiau1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	宵(宵)	[空]	shiau1(ɕiɔ⁵²)	true	shiau1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	销(銷)	[空]	shiau1(ɕiɔ⁵²)	true	shiau1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	萧(蕭)	[空]	shiau1(ɕiɔ⁵²)	true	shiau1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	嚣(囂)	[空]	shiau1(ɕiɔ⁵²)	true	shiau1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	小(小)	[空]	shiau3(ɕiɔ⁴⁴)	true	shiau3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	晓(曉)	[空]	shiau3(ɕiɔ⁴⁴)	true	shiau3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	孝(孝)	[空]	shiau5(ɕiɔ³³⁵)	true	shiau5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	校(校)	[空]	yau6(ɦiɔ¹¹³)	true	yau6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	校(校)	[空]	ciau5(tɕiɔ³³⁵)	true	ciau5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	笑(笑)	[空]	shiau5(ɕiɔ³³⁵)	true	shiau5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	些(些)	[空]	shiae1(ɕiɛ⁵²)	true	shiae1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	些(些)	[空]	shiq7(ɕiʔ⁵⁵)	true	shiq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	歇(歇)	[空]	shiq7(ɕɪʔ⁵⁵)	true	shiq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	邪(邪)	[空]	ya6(ɦiɑ¹¹³)	true	ya6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	邪(邪)	[空]	zhia6(ʑiɑ¹¹³)	true	zhia6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	协(協)	[空]	yaq8(ɦiɑʔ²³)	true	yaq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	挟(挾)	[空]	ciq7(tɕɪʔ⁵⁵)	true	ciq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	胁(脅)	[空]	shiq7(ɕɪʔ⁵⁵)	true	shiq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	斜(斜)	[空]	zhia6(ʑiɑ¹¹³)	true	zhia6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	鞋(鞋)	[空]	gha6(ɦɑ¹¹³)	true	gha6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	谐(諧)	[空]	yae6(ɦiɛ¹¹³)	true	yae6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	写(寫)	[空]	shia3(ɕiɑ⁴⁴)	true	shia3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	卸(卸)	[空]	shia5(ɕiɑ³³⁵)	true	shia5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	屑(屑)	[空]	shiq7(ɕɪʔ⁵⁵)	true	shiq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	谢(謝)	[空]	zhia6(ʑiɑ¹¹³)	true	zhia6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	泻(瀉)	[空]	shia5(ɕiɑ³³⁵)	true	shia5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	蟹(蟹)	[空]	ha3(hɑ⁴⁴)	true	ha3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	心(心)	[空]	shin1(ɕiɪŋ⁵²)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	辛(辛)	[空]	shin1(ɕiɪŋ⁵²)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	欣(欣)	[空]	shin1(ɕiɪŋ⁵²)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	新(新)	[空]	shin1(ɕiɪŋ⁵²)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	信(信)	[空]	shin5(ɕiɪŋ³³⁵)	true	shin5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	星(星)	[空]	shin1(ɕiɪŋ⁵²)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	腥(腥)	[空]	shin1(ɕiɪŋ⁵²)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	形(形)	[空]	yin6(ɦiɪŋ¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	型(型)	[空]	yin6(ɦiɪŋ¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	醒(醒)	[空]	shin3(ɕiɪŋ⁴⁴)	true	shin3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	杏(杏)	[空]	ghan6(ɦᴀ̃¹¹³)	true	ghan6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	幸(幸)	[空]	yin6(ɦiɪŋ¹¹³)	true	yin6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	性(性)	[空]	shin5(ɕiɪŋ³³⁵)	true	shin5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	姓(姓)	[空]	shin5(ɕiɪŋ³³⁵)	true	shin5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	兴(興)	[空]	shin5(ɕiɪŋ³³⁵)	true	shin5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	兴(興)	[空]	shin1(ɕiɪŋ⁵²)	true	shin1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	凶(凶)	[空]	shion1(ɕioŋ⁵²)	true	shion1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	兄(兄)	[空]	shion1(ɕioŋ⁵²)	true	shion1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	胸(胸)	[空]	shion1(ɕioŋ⁵²)	true	shion1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	雄(雄)	[空]	yon6(ɦioŋ¹¹³)	true	yon6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	熊(熊)	[空]	yon6(ɦioŋ¹¹³)	true	yon6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	休(休)	[空]	shieu1(ɕiɤ⁵²)	true	shieu1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	修(修)	[空]	shieu1(ɕiɤ⁵²)	true	shieu1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	羞(羞)	[空]	shieu1(ɕiɤ⁵²)	true	shieu1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	朽(朽)	[空]	shieu3(ɕiɤ⁴⁴)	true	shieu3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	宿(宿)	[空]	shieu5(ɕiɤ³³⁵)	true	shieu5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	宿(宿)	[空]	soq7(soʔ⁵⁵)	true	soq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	秀(秀)	[空]	shieu5(ɕiɤ³³⁵)	true	shieu5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	袖(袖)	[空]	zhieu6(ʑiɤ¹¹³)	true	zhieu6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	嗅(嗅)	[空]	shieu5(ɕiɤ³³⁵)	true	shieu5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	绣(綉)	[空]	shieu5(ɕiɤ³³⁵)	true	shieu5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	绣(繡)	[空]	shieu5(ɕiɤ³³⁵)	true	shieu5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	虚(虛)	[空]	shiu1(ɕy⁵²)	true	shiu1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	须(須)	[空]	shiu1(ɕy⁵²)	true	shiu1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	需(需)	[空]	shiu1(ɕy⁵²)	true	shiu1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	须(鬚)	[空]	shiu1(ɕy⁵²)	true	shiu1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	徐(徐)	[空]	zhi6(ʑi¹¹³)	true	zhi6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	徐(徐)	[空]	zhiu6(ʑy¹¹³)	true	zhiu6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	序(序)	[空]	zhiu6(ʑy¹¹³)	true	zhiu6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	壻(壻)	[空]	shi5(ɕi³³⁵)	true	shi5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	婿(婿)	[空]	shi5(ɕi³³⁵)	true	shi5	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	蓄(蓄)	[空]	shioq7(ɕioʔ⁵⁵)	true	shioq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	绪(緒)	[空]	zhiu6(ʑy¹¹³)	true	zhiu6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	续(續)	[空]	zoq8(zoʔ²³)	true	zoq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	宣(宣)	[空]	shi1(ɕi⁵²)	true	shi1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	轩(軒)	[空]	shi1(ɕi⁵²)	true	shi1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	喧(喧)	[空]	shioe1(ɕyø⁵²)	true	shioe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	玄(玄)	[空]	yoe6(ɦyø¹¹³)	true	yoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	旋(旋)	[空]	zhi6(ʑi¹¹³)	true	zhi6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	悬(懸)	[空]	yoe6(ɦyø¹¹³)	true	yoe6	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	选(選)	[空]	shi3(ɕi⁴⁴)	true	shi3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	癣(癬)	[空]	shi3(ɕi⁴⁴)	true	shi3	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	削(削)	[空]	shiaq7(ɕiɑʔ⁵⁵)	true	shiaq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	靴(靴)	[空]	shioe1(ɕyø⁵²)	true	shioe1	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	穴(穴)	[空]	yoq8(ɦioʔ²³)	true	yoq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	穴(穴)	[空]	yuq8(ɦyɪʔ²³)	true	yuq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	学(學)	[空]	ghaoq8(ɦɒʔ²³)	true	ghaoq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	学(學)	[空]	yaq8(ɦiɑʔ²³)	true	yaq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	学(學)	[空]	ghoq8(ɦoʔ²³)	true	ghoq8	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	雪(雪)	[空]	shiq7(ɕɪʔ⁵⁵)	true	shiq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
南汇·周浦	雪(雪)	[空]	shiuq7(ɕyɪʔ⁵⁵)	true	shiuq7	暂无	自旧档汇入	2023-07-05T08:47:08+08:00
