vocabulary	originalEntry	explanation	example	pinYin	location	place	source	toggle	whichCounty	whichTown	note	updated_at
满分(滿分)	满分	❶考试题目总的分数：高考语文~一百廿分。❷考试题目全部做对，没有扣分。(❶考試題目總的分數：高考語文~一百廿分。 ❷考試題目全部做對，沒有扣分。)	me¹¹ ɸəŋ⁵³	me¹¹ ɸəŋ⁵³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
满期(滿期)	满期	小孩满一岁。(小孩滿一歲。)	me¹¹ tɕi⁵³	me¹¹ tɕi⁵³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
满头满脚(滿頭滿腳)	满头满脚	从头到脚。 || 同“排头排脚bɑ¹¹ dɤ⁴⁴ bɑ⁴⁴ tɕiæʔ⁵³”。(從頭到腳。 || 同「排頭排腳bɑ¹¹ dɤ⁴⁴ bɑ⁴⁴ tɕiæʔ⁵³」。)	me¹¹ dɤ⁴⁴ me³³ tɕiæʔ²¹	me¹¹ dɤ⁴⁴ me³³ tɕiæʔ²¹	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
满意(滿意)	满意	满足自己的愿望，符合自己的心意。 || 新派连调读为11-13。(滿足自己的願望，符合自己的心意。 || 新派連調讀為11-13。)	me²³ i⁴⁴	me²³ i⁴⁴	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
满月(滿月)	满月	婴儿出生满一个月，这一天要举办庆贺的酒席。(嬰兒出生滿一個月，這一天要舉辦慶賀的酒席。)	me¹¹ ȵyœʔ⁵³	me¹¹ ȵyœʔ⁵³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
满月酒(滿月酒)	满月酒	庆贺婴儿满月的酒筵。(慶賀嬰兒滿月的酒筵。)	me¹¹ ȵyœʔ⁴⁴ tɕiɤ(<tsiɤ)⁵³	me¹¹ ȵyœʔ⁴⁴ tɕiɤ(<tsiɤ)⁵³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
𩜠𩜠(𩜠𩜠)	𩜠𩜠	儿童语。零食。 || 𩜠，集韵上声敢韵母敢切，“吴人谓哺子曰𩜠”。(兒童語。零食。 || 𩜠，集韻上聲敢韻母敢切，「吳人謂哺子曰𩜠」。)	me⁴⁴ me²¹	me⁴⁴ me²¹	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
慢慢叫(慢慢叫)	慢慢叫	过一会儿：~出来吃饭 | ~，我还勿曾弄好啊唻。 || 读成“13-21”是“慢慢叫”缩合的结果。(過一會兒：~出來吃飯| ~，我還勿曾弄好啊唻。 || 讀成「13-21」是「慢慢叫」縮合的結果。)	mɛ¹³ tɕiɔ²¹	mɛ¹³ tɕiɔ²¹	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
慢一眼(慢一眼)	慢一眼	❶等一会。❷慢一点。 ( ❶等一會兒。 ❷慢一點。)	mɛ¹¹ ɪʔ⁴⁴ ŋɛ²¹	mɛ¹¹ ɪʔ⁴⁴ ŋɛ²¹	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
慢悠悠(慢悠悠)	慢悠悠	速度慢，不匆忙：~吃末哉。(速度慢，不匆忙：~吃末哉。)	mɛ²³ mɛ⁴⁴ iɤ⁴⁴ iɤ²¹	mɛ²³ mɛ⁴⁴ iɤ⁴⁴ iɤ²¹	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
慢走(慢走)	慢走	送客时的道别用语。(送客時的道別用語。)	mɛ²³ tsɤ⁴⁴	mɛ²³ tsɤ⁴⁴	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
忙里加忙(忙裡加忙)	忙里加忙	忙上加忙。(忙上加忙。)	mɑ̃²³ li⁴⁴ kɑ⁴⁴ mɑ̃²¹	mɑ̃²³ li⁴⁴ kɑ⁴⁴ mɑ̃²¹	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
忙死忙煞(忙死忙煞)	忙死忙煞	()	mɑ̃²³ ɕi(<si)⁴⁴ mɑ̃⁴⁴ sæʔ²¹ 形容相当忙碌。	mɑ̃²³ ɕi(<si)⁴⁴ mɑ̃⁴⁴ sæʔ²¹ 形容相当忙碌。	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
忙做忙(忙做忙)	忙做忙	无论再忙也要做某事：~，饭要吃个。(無論再忙也要做某件事：~，飯要吃個。)	mɑ̃²³ tsu⁴⁴ mɑ̃⁵³	mɑ̃²³ tsu⁴⁴ mɑ̃⁵³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
猫(貓)	猫	一种家畜，面略圆，眼大，瞳孔随光线强弱而缩小放大，能捕鼠，品种很多。又叫mã⁵³，也可以说mɔ⁵³。(一種家畜，面略圓，眼大，瞳孔隨光線強弱而縮小放大，能捕鼠，品種很多。又叫mã⁵³，也可以說mɔ⁵³。)	mɔ²²	mɔ²²	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
猫三狗四(貓三狗四)	猫三狗四	同“阿猫阿狗 æʔ²² mɔ⁴⁴ æʔ⁴⁴ kɤ⁵³”。(同「阿貓阿狗æʔ²² mɔ⁴⁴ æʔ⁴⁴ kɤ⁵³」。)	mɔ⁴⁴ sɛ⁴⁴ kɤ³³ sɿ²¹	mɔ⁴⁴ sɛ⁴⁴ kɤ³³ sɿ²¹	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
猫食盆(貓食盆)	猫食盆	装猫粮的盆。(裝貓糧的盆。)	mɔ¹¹ zəʔ⁴⁴ bəŋ⁵³	mɔ¹¹ zəʔ⁴⁴ bəŋ⁵³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
猫叹气(貓咪嘆氣)	猫叹气	一种有盖的陶钵，比砂锅大，盖较重，猫不易吃到这种容器里的东西，故名。(一種有蓋的陶缽，比砂鍋大，蓋較重，貓不易吃到這種容器裡的東西，故名。)	mɔ²³ tʰɛ⁴⁴ tɕʰi⁴⁴	mɔ²³ tʰɛ⁴⁴ tɕʰi⁴⁴	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
毛(模)	毛	❶动植物的皮上所生的丝状物：鸡~。❷像毛一样的东西：衣裳浪向一根~落下来哉。(❶動植物的皮上所生的絲狀物：雞~。 ❷像毛的東西：衣裳浪向一根~落下來哉。)	mɔ²²	mɔ²²	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
毛(模)	毛	后接数词，表示大约，将近：～五十岁个人哉！(後接數詞，表示大約，將近：～五十歲個人哉！)	mɔ²²	mɔ²²	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
毛笔(毛筆)	毛笔	用羊毛等制成的笔。(用羊毛等製成的筆。)	mɔ²³ ɓɪʔ⁴⁴	mɔ²³ ɓɪʔ⁴⁴	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
毛病(毛病)	毛病	❶生理或心理上的疾病：胃里向有眼~丨迭枪~好点哉。❷器物发生的损伤或故障，也喻指工作失误：只机器~结棍透结棍透。❸缺点，坏习惯：伊末就是迭眼老~，话勿理个。(❶生理或心理上的疾病：胃裡向有眼~丨迭槍~好點哉。 ❷器物發生的損傷或故障，也喻指工作失誤：只機器~結棍透結棍透。 ❸缺點，壞習慣：伊末就是迭眼老~，話勿理個。)	mɔ²³ biŋ⁴⁴	mɔ²³ biŋ⁴⁴	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
毛糙(毛糙)	毛糙	粗糙，不细：伊做事体快是快个，就是忒个～哉。(粗糙，不細：伊做事體快是快個，就是忒個～哉。)	mɔ²³ tsʰɔ⁴⁴	mɔ²³ tsʰɔ⁴⁴	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
毛柴虾(毛柴蝦)	毛柴虾	虾的品种，体形大，螯、脚长。(蝦的品種，體型大，螯、腳長。)	mɔ¹¹ zɑ⁴⁴ hø⁵³	mɔ¹¹ zɑ⁴⁴ hø⁵³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
毛豆(模)	毛豆	大豆未成熟的果实，当蔬菜食用。(大豆未成熟的果實，當蔬菜食用。)	mɔ²³ dɤ⁴⁴	mɔ²³ dɤ⁴⁴	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
毛豆荚(毛豆莢)	毛豆荚	()	mɔ²³ dɤ⁴⁴ tɕiɪʔ⁵³	mɔ²³ dɤ⁴⁴ tɕiɪʔ⁵³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
毛估估(毛估估)	毛估估	粗略地估计一下：伊~有得两百斤重。(粗略估計一下：伊~有得兩百公斤重。)	mɔ¹¹ ku⁴⁴ ku⁵³	mɔ¹¹ ku⁴⁴ ku⁵³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
毛脚女婿(毛腳女婿)	毛脚女婿	订了婚尚未结婚的女婿。(訂了婚尚未結婚的女婿。)	mɔ¹¹ tɕiæʔ⁴⁴ ȵi⁴⁴ ɕi(<si)⁵³	mɔ¹¹ tɕiæʔ⁴⁴ ȵi⁴⁴ ɕi(<si)⁵³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
毛脚新妇(毛腳新婦)	毛脚新妇	订了婚尚未结婚的儿媳妇。(訂了婚尚未結婚的媳婦。)	mɔ¹¹ tɕiæʔ⁴⁴ siŋ⁴⁴ βu⁵³	mɔ¹¹ tɕiæʔ⁴⁴ siŋ⁴⁴ βu⁵³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
毛里太通(模裡太通)	毛里太通	毛茸茸。(毛茸茸。)	mɔ²³ li⁴⁴ mɔ⁴⁴ tʰoŋ²¹	mɔ²³ li⁴⁴ mɔ⁴⁴ tʰoŋ²¹	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
毛毛(毛毛)	毛毛	小婴儿，爱称。(小嬰兒，愛稱。)	mɔ⁴⁴ mɔ⁴⁴ dɤ²¹	mɔ⁴⁴ mɔ⁴⁴ dɤ²¹	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
毛毛虫(毛毛蟲)	毛毛虫	毛虫。对一些体上长毛的软体昆虫的通称。(毛蟲。對一些體上長毛的軟體昆蟲的通稱。)	mɔ¹¹ mɔ⁴⁴ zoŋ⁵³	mɔ¹¹ mɔ⁴⁴ zoŋ⁵³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
毛毛雨(毛毛雨)	毛毛雨	❶很小的雨。❷比喻很小或很易办到的事，青年人多用：一百万洋钿对伊来讲是~。(❶很小的雨。 ❷比喻很小或很易辦到的事，青年多用：一百萬洋釷對伊來講是~。)	mɔ²³ mɔ⁴⁴ ɦi⁵³	mɔ²³ mɔ⁴⁴ ɦi⁵³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
毛囡(毛囡)	毛囡	小婴儿。(小嬰兒。)	mɔ¹¹ nø⁵³	mɔ¹¹ nø⁵³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
毛手毛脚(毛手毛腳)	毛手毛脚	做事粗心不细致。(做事粗心不細緻。)	mɔ¹¹ sɤ⁴⁴ mɔ⁴⁴ tɕiæʔ⁵³	mɔ¹¹ sɤ⁴⁴ mɔ⁴⁴ tɕiæʔ⁵³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
毛头姑娘(毛頭姑娘)	毛头姑娘	未曾出嫁的年轻女子。(未曾出嫁的年輕女子。)	mɔ¹¹ dɤ⁴⁴ ku⁴⁴ ȵiã⁵³	mɔ¹¹ dɤ⁴⁴ ku⁴⁴ ȵiã⁵³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
毛头小伙子(毛頭小伙子)	毛头小伙子	年轻的小伙子。(年輕的小伙子。)	mɔ¹¹ dɤ⁴⁴ ɕiɔ(<siɔ)⁴⁴ ɸu⁴⁴ tsɿ²¹	mɔ¹¹ dɤ⁴⁴ ɕiɔ(<siɔ)⁴⁴ ɸu⁴⁴ tsɿ²¹	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
毛芋艿(毛芋艿)	毛芋艿	芋艿。(芋艿。)	mɔ¹¹ ɦi⁴⁴ nɑ⁵³	mɔ¹¹ ɦi⁴⁴ nɑ⁵³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
毛竹(毛竹)	毛竹	一种竹子，粗而高大，质地坚韧，是优良的建筑材料，也可用来制造器物。(一種竹子，粗而高大，質地堅韌，是優良的建築材料，也可用來製造器物。)	mɔ²³ tsoʔ⁴⁴	mɔ²³ tsoʔ⁴⁴	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
茅坑(茅坑)	茅坑	❶厕所（多指简陋的） 。❷积粪便的坑。(❶廁所（多指簡陋的） 。 ❷積糞的坑。)	mɔ²³ kʰã⁴⁴	mɔ²³ kʰã⁴⁴	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
锚(錨)	锚	铁制的停船设备，一端有两个或两个以上带倒钩的爪儿，另一端用铁链连在船上，抛到水底或岸边用来稳定船舶。(鐵製的停船設備，一端有兩個或兩個以上帶倒鉤的爪兒，另一端用鐵鍊連在船上，拋到水底或岸邊用來穩定船舶。)	mɔ²²	mɔ²²	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
冇(冇)	冇	没有：只罐头里吃局~许[he⁴⁴]哉（这罐头里没零食了）。只钥匙哪能一歇歇~哉（这钥匙怎么一会会没了）。房子~个（没有房子）。——吃个有拉𠳝（吃的东西有着吗？）——~（没有） || 此词来源未明，在此提一假设，可能是更普遍的领有否定词“<呒得>[məʔ⁵]”与处所副词“许[he⁴⁴]”长期共现后，韵母受“许”逆同化而然。(沒有：只罐頭裡吃局~許[he⁴⁴]哉（這罐頭裡沒零食了）。只鑰匙哪能一歇歇~哉（這鑰匙怎麼一會沒了）。房子~個（沒有房子）。 ——吃個有拉𠳝（吃的東西有著嗎？）——~（沒有） || 此詞來源未明，在此提一假設，可能是更普遍的領有否定詞“<嘸得>[məʔ⁵]”與處所副詞“許[he⁴⁴]”長期同化後，而反生。)	me⁴⁴	me⁴⁴	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
冇许(冇許)	冇许	里面没有：抽斗里吃个物事~拉哉。(裡面沒有：抽鬥裡吃個物事~拉哉。)	me⁴⁴ he⁴⁴	me⁴⁴ he⁴⁴	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
冒(冒)	冒	盖：吃剩拉个菜~个~ | ~被头。(蓋：吃剩拉個菜~個~ | ~被頭。)	mɔ¹³	mɔ¹³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
冒被头(冒被頭)	冒被头	人的头部捂在被窝里。(人的頭部摀在被窩裡。)	mɔ¹¹ bi⁴⁴ dɤ²¹	mɔ¹¹ bi⁴⁴ dɤ²¹	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
冒被头睏(冒被頭睏)	冒被头睏	头捂在被窝里睡觉。(頭摀在被窩裡睡覺。)	mɔ¹¹ bi⁴⁴ dɤ³³ kʰuəŋ²¹	mɔ¹¹ bi⁴⁴ dɤ³³ kʰuəŋ²¹	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
冒牌货(冒牌貨)	冒牌货	冒充名牌的货物。(冒充名牌的貨物。)	mɔ¹¹ bɑ⁴⁴ ɸu²¹	mɔ¹¹ bɑ⁴⁴ ɸu²¹	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
帽耳朵(帽耳朵)	帽耳朵	帽子两侧可以折起，也可以拉下遮住耳朵，脸颊的部分。(帽子兩側可以折起，也可以拉下遮住耳朵，臉頰的部分。)	mɔ¹¹ ȵi⁴⁴ ɗu⁵³	mɔ¹¹ ȵi⁴⁴ ɗu⁵³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
帽舌头(帽子舌頭)	帽舌头	帽舌。(帽舌。)	mɔ¹¹ zəʔ⁴⁴ dɤ⁵³	mɔ¹¹ zəʔ⁴⁴ dɤ⁵³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
帽檐(帽簷)	帽檐	帽四周突出的部分。(帽四周突出的部分。)	mɔ¹¹ ɦie⁵³	mɔ¹¹ ɦie⁵³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
帽子(帽子)	帽子	❶戴在头上保暖，防雨，遮阳等或做装饰的用品。❷比喻誉词或坏名义：戴高~。(❶戴在頭上保暖，防雨，遮陽等或做裝飾的用品。 ❷比喻譽詞或壞名義：戴高~。)	mɔ²³ tsɿ⁴⁴	mɔ²³ tsɿ⁴⁴	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
没(沒)	没	盖住：袖子管~仔手骱子丨窗帘布忒伊遮~脱。(蓋住：袖子管~仔手骱子丨窗簾布忒伊遮~脫。)	məʔ²³	məʔ²³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
没(沒)	没	❶无。❷去世：爷娘~脱哉。 || 又见me⁵³。(❶無。 ❷去世：爺爺~脫哉。 || 又見me⁵³。)	məʔ⁵	məʔ⁵	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
没吃(沒吃)	没吃	❶对小孩说的话，不给你吃的意思。❷没得吃。(❶對小孩說的話，不給你吃的意思。 ❷沒得吃。)	məʔ⁴⁴ tɕʰiəʔ⁴⁴	məʔ⁴⁴ tɕʰiəʔ⁴⁴	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
没吃没用(沒吃沒用)	没吃没用	没有吃，没有穿。(沒有吃，沒有穿。)	məʔ⁴⁴ tɕʰiəʔ⁴⁴ məʔ⁴⁴ // ɦioŋ¹³	məʔ⁴⁴ tɕʰiəʔ⁴⁴ məʔ⁴⁴ // ɦioŋ¹³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
没劲(沒勁)	没劲	无兴趣。(無興趣。)	məʔ⁵ // tɕiəŋ³⁵	məʔ⁵ // tɕiəŋ³⁵	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
没了目(沒了目)	没了目	没底。(沒底。)	məʔ⁵ // liɔ¹¹ moʔ⁵³	məʔ⁵ // liɔ¹¹ moʔ⁵³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
没礼拜(沒禮拜)	没礼拜	指周末不休息。(指週末不休息。)	məʔ⁵ // li¹¹ ɓɑ¹³	məʔ⁵ // li¹¹ ɓɑ¹³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
没卵用(沒卵用)	没卵用	毫无用处。(毫無用處。)	məʔ⁵ // lø¹¹ ɦioŋ¹³	məʔ⁵ // lø¹¹ ɦioŋ¹³	本沪小片	嘉定·真如	真如吴语词语整理稿	true	jiading	jiading_zhenru	自旧档汇入	2026-09-16T16:01:28+08:00
