where,word,mean,pinYin,toggle,pinYinSearch,Pronunciation,tone,pinYinRadical
松江,秘(秘),,pi5(ɓi³⁵),TRUE,pi5,,35,ɓi
松江,变(變),,pi5(ɓi³⁵),TRUE,pi5,,35,ɓi
松江,遍(遍),,pi5(ɓi³⁵),TRUE,pi5,,35,ɓi
松江,煸(煸),,pi5(ɓi³⁵),TRUE,pi5,,35,ɓi
松江,徧(徧),,pi5(ɓi³⁵),TRUE,pi5,,35,ɓi
松江,批(批),,phi1(pʰi⁵³),TRUE,phi1,,53,pʰi
松江,砒(砒),,phi1(pʰi⁵³),TRUE,phi1,,53,pʰi
松江,披(披),,phi1(pʰi⁵³),TRUE,phi1,,53,pʰi
松江,㱟(㱟),,phi1(pʰi⁵³),TRUE,phi1,,53,pʰi
松江,篇(篇),,phi1(pʰi⁵³),TRUE,phi1,,53,pʰi
松江,偏(偏),,phi1(pʰi⁵³),TRUE,phi1,,53,pʰi
松江,遍(遍),~地,phi1(pʰi⁵³),TRUE,phi1,,53,pʰi
松江,翩(翩),,phi1(pʰi⁵³),TRUE,phi1,,53,pʰi
松江,圮(圮),,phi3(pʰi⁴⁴),TRUE,phi3,,44,pʰi
松江,痞(痞),,phi3(pʰi⁴⁴),TRUE,phi3,,44,pʰi
松江,庇(庇),,phi3(pʰi⁴⁴),TRUE,phi3,,44,pʰi
松江,䫌(䫌),头倾侧状,phi3(pʰi⁴⁴),TRUE,phi3,,44,pʰi
松江,譬(譬),,phi5(pʰi³⁵),TRUE,phi5,,35,pʰi
松江,皮(皮),,bi2(bi³¹),TRUE,bi2,,31,bi
松江,疲(疲),,bi2(bi³¹),TRUE,bi2,,31,bi
松江,脾(脾),,bi2(bi³¹),TRUE,bi2,,31,bi
松江,肥(肥),~皂,bi2(bi³¹),TRUE,bi2,,31,bi
松江,琵(琵),,bi2(bi³¹),TRUE,bi2,,31,bi
松江,啤(啤),,bi2(bi³¹),TRUE,bi2,,31,bi
松江,鲏(鮍),鳑~,bi2(bi³¹),TRUE,bi2,,31,bi
松江,薇(薇),蔷~花,bi2(bi³¹),TRUE,bi2,,31,bi
松江,便(便),~宜,bi2(bi³¹),TRUE,bi2,,31,bi
松江,骈(駢),,bi2(bi³¹),TRUE,bi2,,31,bi
松江,被(被),,bi4(bi²²),TRUE,bi4,,22,bi
松江,辨(辨),,bi4(bi²²),TRUE,bi4,,22,bi
松江,辩(辯),,bi4(bi²²),TRUE,bi4,,22,bi
松江,辫(辮),,bi4(bi²²),TRUE,bi4,,22,bi
松江,敝(敝),,bi6(bi¹³),TRUE,bi6,,13,bi
松江,币(幣),,bi6(bi¹³),TRUE,bi6,,13,bi
松江,弊(弊),,bi6(bi¹³),TRUE,bi6,,13,bi
松江,毙(斃),,bi6(bi¹³),TRUE,bi6,,13,bi
松江,陛(陛),,bi6(bi¹³),TRUE,bi6,,13,bi
松江,鐾(鐾),,bi6(bi¹³),TRUE,bi6,,13,bi
松江,避(避),,bi6(bi¹³),TRUE,bi6,,13,bi
松江,婢(婢),,bi6(bi¹³),TRUE,bi6,,13,bi
松江,痹(痺),,bi6(bi¹³),TRUE,bi6,,13,bi
松江,坒(坒),层：一~砖,bi6(bi¹³),TRUE,bi6,,13,bi
松江,卞(卞),,bi6(bi¹³),TRUE,bi6,,13,bi
松江,汴(汴),,bi6(bi¹³),TRUE,bi6,,13,bi
松江,弁(弁),,bi6(bi¹³),TRUE,bi6,,13,bi
松江,便(便),方~,bi6(bi¹³),TRUE,bi6,,13,bi
松江,眯(瞇),,mi1(mi⁵³),TRUE,mi1,,53,mi
松江,咪(咪),,mi1(mi⁵³),TRUE,mi1,,53,mi
松江,渳(渳),小口喝,mi1(mi⁵³),TRUE,mi1,,53,mi
松江,𡬍(𡬍),,mi1(mi⁵³),TRUE,mi1,,53,mi
松江,睸(睸),,mi1(mi⁵³),TRUE,mi1,,53,mi
松江,迷(迷),白,mi2(mi³¹),TRUE,mi2,,31,mi
松江,谜(謎),文,mi2(mi³¹),TRUE,mi2,,31,mi
松江,糜(糜),,mi2(mi³¹),TRUE,mi2,,31,mi
松江,縻(縻),,mi2(mi³¹),TRUE,mi2,,31,mi
松江,弥(彌),,mi2(mi³¹),TRUE,mi2,,31,mi
松江,眉(眉),白,mi2(mi³¹),TRUE,mi2,,31,mi
松江,棉(棉),,mi2(mi³¹),TRUE,mi2,,31,mi
松江,绵(綿),,mi2(mi³¹),TRUE,mi2,,31,mi
松江,眠(眠),,mi2(mi³¹),TRUE,mi2,,31,mi
松江,勉(勉),~励,mi3(mi⁴⁴),TRUE,mi3,,44,mi
松江,米(米),,mi4(mi²²),TRUE,mi4,,22,mi
松江,靡(靡),,mi4(mi²²),TRUE,mi4,,22,mi
松江,弭(弭),,mi4(mi²²),TRUE,mi4,,22,mi
松江,免(免),,mi4(mi²²),TRUE,mi4,,22,mi
松江,娩(娩),,mi4(mi²²),TRUE,mi4,,22,mi
松江,勉(勉),~强,mi4(mi²²),TRUE,mi4,,22,mi
松江,缅(緬),,mi4(mi²²),TRUE,mi4,,22,mi
松江,冕(冕),,mi4(mi²²),TRUE,mi4,,22,mi
松江,渑(澠),,mi4(mi²²),TRUE,mi4,,22,mi
松江,咪(咪),阿~：猫的昵称,mi5(mi³⁵),TRUE,mi5,,35,mi
松江,妹(妹),又,mi6(mi¹³),TRUE,mi6,,13,mi
松江,尾(尾),白，又,mi6(mi¹³),TRUE,mi6,,13,mi
松江,未(未),白,mi6(mi¹³),TRUE,mi6,,13,mi
松江,味(味),白，~道,mi6(mi¹³),TRUE,mi6,,13,mi
松江,面(面),,mi6(mi¹³),TRUE,mi6,,13,mi
松江,麺(麺),,mi6(mi¹³),TRUE,mi6,,13,mi
松江,灰(灰),又,fi1(ɸi⁵³),TRUE,fi1,,53,ɸi
松江,飞(飛),,fi1(ɸi⁵³),TRUE,fi1,,53,ɸi
松江,非(非),,fi1(ɸi⁵³),TRUE,fi1,,53,ɸi
松江,妃(妃),,fi1(ɸi⁵³),TRUE,fi1,,53,ɸi
松江,匪(匪),,fi1(ɸi⁵³),TRUE,fi1,,53,ɸi
松江,榧(榧),,fi1(ɸi⁵³),TRUE,fi1,,53,ɸi
松江,翡(翡),,fi1(ɸi⁵³),TRUE,fi1,,53,ɸi
松江,斐(斐),,fi1(ɸi⁵³),TRUE,fi1,,53,ɸi
松江,扉(扉),,fi1(ɸi⁵³),TRUE,fi1,,53,ɸi
松江,菲(菲),,fi1(ɸi⁵³),TRUE,fi1,,53,ɸi
松江,绯(緋),,fi1(ɸi⁵³),TRUE,fi1,,53,ɸi
松江,啡(啡),,fi1(ɸi⁵³),TRUE,fi1,,53,ɸi
松江,霏(霏),,fi1(ɸi⁵³),TRUE,fi1,,53,ɸi
松江,诽(誹),,fi1(ɸi⁵³),TRUE,fi1,,53,ɸi
松江,废(廢),,fi5(ɸi³⁵),TRUE,fi5,,35,ɸi
松江,䉬(䉬),,fi5(ɸi³⁵),TRUE,fi5,,35,ɸi
松江,肺(肺),,fi5(ɸi³⁵),TRUE,fi5,,35,ɸi
松江,痱(痱),文,fi5(ɸi³⁵),TRUE,fi5,,35,ɸi
松江,费(費),,fi5(ɸi³⁵),TRUE,fi5,,35,ɸi
松江,沸(沸),,fi5(ɸi³⁵),TRUE,fi5,,35,ɸi
松江,回(回),又,vi2(βi³¹),TRUE,vi2,,31,βi
松江,茴(茴),又,vi2(βi³¹),TRUE,vi2,,31,βi
松江,蛔(蛔),,vi2(βi³¹),TRUE,vi2,,31,βi
松江,肥(肥),~料,vi2(βi³¹),TRUE,vi2,,31,βi
松江,微(微),,vi2(βi³¹),TRUE,vi2,,31,βi
松江,薇(薇),,vi2(βi³¹),TRUE,vi2,,31,βi
松江,维(維),,vi2(βi³¹),TRUE,vi2,,31,βi
松江,惟(惟),,vi2(βi³¹),TRUE,vi2,,31,βi
松江,唯(唯),,vi2(βi³¹),TRUE,vi2,,31,βi
松江,为(為),作~，又,vi2(βi³¹),TRUE,vi2,,31,βi
松江,围(圍),文，又,vi2(βi³¹),TRUE,vi2,,31,βi
松江,违(違),又,vi2(βi³¹),TRUE,vi2,,31,βi
松江,会(會),开~，又,vi6(βi¹³),TRUE,vi6,,13,βi
松江,绘(繪),又,vi6(βi¹³),TRUE,vi6,,13,βi
松江,卫(衛),又,vi6(βi¹³),TRUE,vi6,,13,βi
松江,惠(惠),又,vi6(βi¹³),TRUE,vi6,,13,βi
松江,慧(慧),又,vi6(βi¹³),TRUE,vi6,,13,βi
松江,吠(吠),,vi6(βi¹³),TRUE,vi6,,13,βi
松江,未(未),文,vi6(βi¹³),TRUE,vi6,,13,βi
松江,味(味),~精,vi6(βi¹³),TRUE,vi6,,13,βi
松江,位(位),又,vi6(βi¹³),TRUE,vi6,,13,βi
松江,为(為),~啥，又,vi6(βi¹³),TRUE,vi6,,13,βi
松江,胃(胃),又,vi6(βi¹³),TRUE,vi6,,13,βi
松江,谓(謂),又,vi6(βi¹³),TRUE,vi6,,13,βi
松江,蝟(蝟),又,vi6(βi¹³),TRUE,vi6,,13,βi
松江,纬(緯),又，文,vi6(βi¹³),TRUE,vi6,,13,βi
松江,尾(尾),文,vi6(βi¹³),TRUE,vi6,,13,βi
松江,低(低),,ti1(ɗi⁵³),TRUE,ti1,,53,ɗi
松江,掂(掂),,ti1(ɗi⁵³),TRUE,ti1,,53,ɗi
松江,颠(顛),,ti1(ɗi⁵³),TRUE,ti1,,53,ɗi
松江,巅(巔),,ti1(ɗi⁵³),TRUE,ti1,,53,ɗi
松江,癫(癲),,ti1(ɗi⁵³),TRUE,ti1,,53,ɗi
松江,底(底),,ti3(ɗi⁴⁴),TRUE,ti3,,44,ɗi
松江,抵(抵),,ti3(ɗi⁴⁴),TRUE,ti3,,44,ɗi
松江,诋(詆),,ti3(ɗi⁴⁴),TRUE,ti3,,44,ɗi
松江,邸(邸),,ti3(ɗi⁴⁴),TRUE,ti3,,44,ɗi
松江,点(點),,ti3(ɗi⁴⁴),TRUE,ti3,,44,ɗi
松江,典(典),,ti3(ɗi⁴⁴),TRUE,ti3,,44,ɗi
松江,碘(碘),,ti3(ɗi⁴⁴),TRUE,ti3,,44,ɗi
松江,帝(帝),,ti5(ɗi³⁵),TRUE,ti5,,35,ɗi
松江,蒂(蒂),,ti5(ɗi³⁵),TRUE,ti5,,35,ɗi
松江,谛(諦),,ti5(ɗi³⁵),TRUE,ti5,,35,ɗi
松江,渧(渧),,ti5(ɗi³⁵),TRUE,ti5,,35,ɗi
松江,店(店),,ti5(ɗi³⁵),TRUE,ti5,,35,ɗi
松江,踮(踮),,ti5(ɗi³⁵),TRUE,ti5,,35,ɗi
松江,惦(惦),,ti5(ɗi³⁵),TRUE,ti5,,35,ɗi
松江,梯(梯),,thi1(tʰi⁵³),TRUE,thi1,,53,tʰi
松江,添(添),,thi1(tʰi⁵³),TRUE,thi1,,53,tʰi
松江,天(天),,thi1(tʰi⁵³),TRUE,thi1,,53,tʰi
松江,体(體),,thi3(tʰi⁴⁴),TRUE,thi3,,44,tʰi
松江,舔(舔),,thi3(tʰi⁴⁴),TRUE,thi3,,44,tʰi
松江,忝(忝),,thi3(tʰi⁴⁴),TRUE,thi3,,44,tʰi
松江,掭(掭),~笔,thi3(tʰi⁴⁴),TRUE,thi3,,44,tʰi
松江,替(替),,thi5(tʰi³⁵),TRUE,thi5,,35,tʰi
松江,剃(剃),,thi5(tʰi³⁵),TRUE,thi5,,35,tʰi
松江,涕(涕),,thi5(tʰi³⁵),TRUE,thi5,,35,tʰi
松江,屉(屜),,thi5(tʰi³⁵),TRUE,thi5,,35,tʰi
松江,㮇(㮇),火~：烧火工具,thi5(tʰi³⁵),TRUE,thi5,,35,tʰi
松江,銛(銛),~锁,thi5(tʰi³⁵),TRUE,thi5,,35,tʰi
松江,提(提),,di2(di³¹),TRUE,di2,,31,di
松江,题(題),,di2(di³¹),TRUE,di2,,31,di
松江,堤(堤),,di2(di³¹),TRUE,di2,,31,di
松江,啼(啼),,di2(di³¹),TRUE,di2,,31,di
松江,蹄(蹄),,di2(di³¹),TRUE,di2,,31,di
松江,甜(甜),,di2(di³¹),TRUE,di2,,31,di
松江,田(田),,di2(di³¹),TRUE,di2,,31,di
松江,钿(鈿),,di2(di³¹),TRUE,di2,,31,di
松江,填(填),,di2(di³¹),TRUE,di2,,31,di
松江,恬(恬),,di2(di³¹),TRUE,di2,,31,di
松江,弟(弟),,di4(di²²),TRUE,di4,,22,di
松江,娣(娣),,di4(di²²),TRUE,di4,,22,di
松江,悌(悌),,di4(di²²),TRUE,di4,,22,di
松江,殄(殄),,di4(di²²),TRUE,di4,,22,di
松江,第(第),,di6(di¹³),TRUE,di6,,13,di
松江,递(遞),,di6(di¹³),TRUE,di6,,13,di
